ticket_id,date,category,priority,dept,description,resolved_date,resolution_hrs
TKT00657,2025-04-13,Other,Low,EHS,Software issue reported,2025-04-18,137.3
TKT00658,2025-01-24,Network,High,Quality,Printing issue reported,2025-01-24,4.1
TKT00659,2025-08-17,Software,Medium,HR,Other issue reported,2025-08-17,18.3
TKT00660,2024-03-15,Other,Medium,Engineering,Security issue reported,2024-03-16,30.7
TKT00661,2026-02-11,Network,High,EHS,Email issue reported,2026-02-11,19.5
TKT00662,2024-05-27,Email,Medium,Engineering,Printing issue reported,2024-05-29,60.8
TKT00663,2024-11-03,Network,Medium,Quality,Other issue reported,2024-11-03,16.2
TKT00664,2026-06-16,Other,Medium,Sales,Software issue reported,2026-06-17,47.6
TKT00665,2025-12-18,Other,Medium,EHS,Software issue reported,2025-12-19,46.9
TKT00666,2026-01-16,Software,High,Executive,Other issue reported,2026-01-16,13.1
TKT00667,2026-06-27,Network,Low,Finance,Printing issue reported,2026-07-02,142.0
TKT00668,2024-03-10,Software,High,HR,Network issue reported,2024-03-10,17.6
TKT00669,2025-05-05,Access,Medium,Sales,Security issue reported,2025-05-05,20.2
TKT00670,2026-01-02,Email,Medium,HR,Security issue reported,2026-01-02,18.0
TKT00671,2025-11-07,Access,Medium,Procurement,Network issue reported,2025-11-07,13.6
TKT00672,2025-05-12,Software,Medium,Quality,Network issue reported,2025-05-12,10.4
TKT00673,2026-02-24,Email,Low,EHS,Security issue reported,2026-03-02,148.1
TKT00674,2024-01-29,Hardware,Medium,Quality,Security issue reported,2024-01-29,15.5
TKT00675,2025-02-06,Email,Low,Procurement,Software issue reported,2025-02-09,95.4
TKT00676,2024-07-26,Email,Low,EHS,Hardware issue reported,2024-07-27,31.5
TKT00677,2025-02-15,Printing,Medium,Engineering,Access issue reported,2025-02-16,29.7
TKT00678,2025-10-18,Other,Medium,Procurement,Hardware issue reported,2025-10-19,35.5
TKT00679,2024-12-09,Security,Low,Engineering,Network issue reported,2024-12-11,50.6
TKT00680,2025-05-08,Hardware,Medium,Quality,Access issue reported,2025-05-10,67.0
TKT00681,2025-04-07,Hardware,Low,HR,Access issue reported,2025-04-11,99.6
TKT00682,2026-02-08,Hardware,Critical,Engineering,Security issue reported,2026-02-08,2.7
TKT00683,2025-04-05,Network,Low,Manufacturing,Hardware issue reported,2025-04-07,69.8
TKT00684,2025-10-10,Printing,Medium,Engineering,Other issue reported,2025-10-11,28.2
TKT00685,2024-12-05,Network,Medium,Finance,Email issue reported,2024-12-06,32.1
TKT00686,2025-07-22,Hardware,Low,Manufacturing,Access issue reported,2025-07-27,127.1
TKT00687,2025-02-14,Security,Medium,Engineering,Hardware issue reported,2025-02-16,71.9
TKT00688,2025-10-17,Security,High,Sales,Network issue reported,2025-10-17,11.4
TKT00689,2025-03-06,Software,Medium,Sales,Software issue reported,2025-03-08,65.6
TKT00690,2026-05-19,Printing,Medium,EHS,Security issue reported,2026-05-20,47.1
TKT00691,2024-04-15,Software,Medium,Executive,Access issue reported,2024-04-17,69.9
TKT00692,2026-04-17,Network,Medium,HR,Other issue reported,2026-04-18,38.7
TKT00693,2025-03-14,Security,Medium,Executive,Email issue reported,2025-03-16,67.3
TKT00694,2025-11-06,Security,High,HR,Access issue reported,2025-11-06,3.1
TKT00695,2024-11-21,Access,Low,Finance,Software issue reported,2024-11-24,91.2
TKT00696,2026-01-14,Printing,High,IT,Printing issue reported,2026-01-14,5.3
TKT00697,2024-08-07,Security,Medium,HR,Hardware issue reported,2024-08-07,18.5
TKT00698,2025-03-11,Hardware,Medium,HR,Printing issue reported,2025-03-13,56.5
TKT00699,2026-03-25,Software,Medium,Procurement,Hardware issue reported,2026-03-25,15.6
TKT00700,2024-06-07,Email,Low,HR,Other issue reported,2024-06-13,149.7
TKT00701,2025-12-08,Printing,Medium,HR,Other issue reported,2025-12-08,12.1
TKT00702,2025-02-20,Hardware,Medium,Manufacturing,Printing issue reported,2025-02-20,9.4
TKT00703,2024-06-08,Printing,Medium,Manufacturing,Security issue reported,2024-06-10,70.1
TKT00704,2024-10-10,Software,Low,HR,Network issue reported,2024-10-14,104.5
TKT00705,2024-08-01,Hardware,High,HR,Printing issue reported,2024-08-01,13.7
TKT00706,2025-01-11,Other,Medium,Procurement,Network issue reported,2025-01-13,69.6
TKT00707,2026-05-27,Security,Medium,HR,Email issue reported,2026-05-27,10.4
TKT00708,2024-10-17,Software,Low,Finance,Security issue reported,2024-10-21,116.4
TKT00709,2024-02-14,Printing,Low,Quality,Software issue reported,2024-02-16,59.4
TKT00710,2024-07-18,Other,Medium,Manufacturing,Network issue reported,2024-07-20,65.8
TKT00711,2024-05-07,Security,Low,Engineering,Hardware issue reported,2024-05-13,157.2
TKT00712,2025-12-11,Printing,Low,Procurement,Security issue reported,2025-12-12,37.4
TKT00713,2024-05-21,Security,Low,Executive,Software issue reported,2024-05-23,68.5
TKT00714,2026-01-24,Hardware,Medium,Executive,Printing issue reported,2026-01-25,31.9
TKT00715,2024-05-02,Hardware,Medium,Procurement,Security issue reported,2024-05-03,45.5
TKT00716,2024-01-19,Network,Low,Procurement,Software issue reported,2024-01-22,82.4
TKT00717,2024-02-26,Access,Medium,IT,Hardware issue reported,2024-02-27,40.6
TKT00718,2026-05-18,Security,Low,EHS,Other issue reported,2026-05-22,119.7
TKT00719,2026-01-19,Software,Critical,Engineering,Other issue reported,2026-01-19,3.8
TKT00720,2025-11-02,Printing,High,Procurement,Software issue reported,2025-11-02,18.1
TKT00721,2024-12-15,Software,Low,Sales,Software issue reported,2024-12-21,166.3
TKT00722,2025-11-10,Hardware,High,Procurement,Access issue reported,2025-11-10,15.8
TKT00723,2025-10-30,Access,Medium,Sales,Email issue reported,2025-11-01,61.6
TKT00724,2025-05-17,Network,Medium,EHS,Security issue reported,2025-05-18,43.7
TKT00725,2026-01-08,Software,Medium,Finance,Printing issue reported,2026-01-10,66.6
TKT00726,2024-05-20,Security,Medium,Manufacturing,Access issue reported,2024-05-21,33.6
TKT00727,2025-12-23,Security,Medium,Procurement,Software issue reported,2025-12-23,11.9
TKT00728,2024-10-09,Security,Medium,IT,Access issue reported,2024-10-09,19.3
TKT00729,2024-02-07,Software,High,Finance,Other issue reported,2024-02-07,5.3
TKT00730,2025-04-30,Other,High,Manufacturing,Network issue reported,2025-04-30,6.2
TKT00731,2026-03-15,Network,High,Quality,Access issue reported,2026-03-15,4.2
TKT00732,2025-03-05,Printing,Critical,Procurement,Software issue reported,2025-03-05,2.6
TKT00733,2024-08-26,Security,High,IT,Printing issue reported,2024-08-26,15.9
TKT00734,2025-09-01,Security,Medium,Sales,Email issue reported,2025-09-03,58.9
TKT00735,2024-11-16,Network,Medium,HR,Printing issue reported,2024-11-17,46.9
TKT00736,2025-02-27,Network,Medium,Finance,Software issue reported,2025-02-27,9.8
TKT00737,2024-11-03,Email,Medium,Engineering,Access issue reported,2024-11-03,13.0
TKT00738,2024-05-21,Printing,Medium,Procurement,Network issue reported,2024-05-22,35.7
TKT00739,2026-06-11,Email,High,Manufacturing,Software issue reported,2026-06-11,15.7
TKT00740,2025-11-17,Other,High,EHS,Access issue reported,2025-11-17,10.5
TKT00741,2024-05-14,Software,Medium,Quality,Security issue reported,2024-05-15,41.3
TKT00742,2026-04-06,Hardware,High,Executive,Access issue reported,2026-04-06,2.3
TKT00743,2026-01-22,Printing,Medium,Finance,Email issue reported,2026-01-23,38.1
TKT00744,2025-10-23,Hardware,Low,Engineering,Hardware issue reported,2025-10-25,61.3
TKT00745,2024-11-21,Network,Medium,HR,Security issue reported,2024-11-23,70.4
TKT00746,2024-11-02,Printing,Medium,Engineering,Access issue reported,2024-11-02,18.6
TKT00747,2025-05-30,Printing,Medium,HR,Access issue reported,2025-06-01,49.8
TKT00748,2024-06-03,Network,Low,Quality,Other issue reported,2024-06-08,135.7
TKT00749,2024-03-05,Email,Medium,Quality,Network issue reported,2024-03-06,30.0
TKT00750,2025-02-03,Printing,Critical,Executive,Software issue reported,2025-02-03,1.7
TKT00751,2026-01-21,Email,Low,Sales,Other issue reported,2026-01-23,55.6
TKT00752,2025-12-01,Printing,Low,IT,Software issue reported,2025-12-07,148.7
TKT00753,2024-05-06,Access,Low,HR,Software issue reported,2024-05-11,139.9
TKT00754,2024-07-09,Other,High,Quality,Network issue reported,2024-07-09,11.4
TKT00755,2024-12-31,Hardware,Low,HR,Access issue reported,2025-01-05,121.8
TKT00756,2024-08-11,Software,Low,Engineering,Hardware issue reported,2024-08-15,118.0
TKT00757,2025-03-31,Other,Medium,Finance,Hardware issue reported,2025-04-01,43.0
TKT00758,2024-12-30,Hardware,Medium,Engineering,Security issue reported,2024-12-30,23.7
TKT00759,2025-02-22,Access,Medium,Quality,Network issue reported,2025-02-23,28.1
TKT00760,2024-05-29,Email,Low,Quality,Printing issue reported,2024-05-31,54.4
TKT00761,2024-09-30,Network,Medium,Engineering,Printing issue reported,2024-10-02,52.5
TKT00762,2024-11-03,Other,Medium,Executive,Software issue reported,2024-11-05,65.7
TKT00763,2025-02-22,Network,High,Quality,Network issue reported,2025-02-22,17.0
TKT00764,2025-01-08,Network,High,Sales,Network issue reported,2025-01-08,2.9
TKT00765,2024-12-14,Email,Low,Engineering,Other issue reported,2024-12-15,25.8
TKT00766,2025-01-09,Email,Low,EHS,Printing issue reported,2025-01-10,42.3
TKT00767,2025-08-29,Other,Medium,IT,Email issue reported,2025-08-31,64.2
TKT00768,2024-02-24,Other,Low,Sales,Hardware issue reported,2024-02-29,123.9
TKT00769,2025-11-23,Security,High,Sales,Network issue reported,2025-11-23,15.8
TKT00770,2025-07-22,Email,Low,Quality,Printing issue reported,2025-07-28,159.1
TKT00771,2026-04-25,Network,Critical,IT,Email issue reported,2026-04-25,1.2
TKT00772,2025-09-18,Network,Low,Quality,Network issue reported,2025-09-19,31.0
TKT00773,2025-10-01,Other,Medium,Sales,Other issue reported,2025-10-01,12.7
TKT00774,2025-10-10,Security,Medium,EHS,Hardware issue reported,2025-10-10,15.8
TKT00775,2025-07-08,Access,Medium,HR,Hardware issue reported,2025-07-10,66.5
TKT00776,2025-03-25,Printing,Medium,Procurement,Network issue reported,2025-03-27,57.0
TKT00777,2026-04-14,Printing,Medium,Procurement,Network issue reported,2026-04-14,12.2
TKT00778,2024-11-24,Other,Critical,IT,Other issue reported,2024-11-24,0.6
TKT00779,2026-06-08,Access,Medium,IT,Network issue reported,2026-06-09,41.2
TKT00780,2026-06-23,Security,Low,IT,Hardware issue reported,2026-06-28,135.3
TKT00781,2024-07-20,Security,Low,Sales,Email issue reported,2024-07-25,129.8
TKT00782,2024-08-17,Access,Low,IT,Security issue reported,2024-08-21,100.4
TKT00783,2024-05-20,Printing,Low,Engineering,Security issue reported,2024-05-25,129.5
TKT00784,2026-05-25,Hardware,Critical,Quality,Printing issue reported,2026-05-25,2.6
TKT00785,2024-03-14,Security,Low,Sales,Access issue reported,2024-03-16,63.7
TKT00786,2026-03-08,Access,Critical,EHS,Security issue reported,2026-03-08,1.4
TKT00787,2024-10-30,Software,Medium,HR,Other issue reported,2024-11-01,55.7
TKT00788,2025-04-12,Printing,Low,EHS,Network issue reported,2025-04-18,146.6
TKT00789,2024-08-13,Software,Low,Manufacturing,Software issue reported,2024-08-15,66.3
TKT00790,2025-06-18,Access,Low,EHS,Access issue reported,2025-06-20,58.1
TKT00791,2024-04-22,Email,Medium,Sales,Hardware issue reported,2024-04-22,23.0
TKT00792,2026-01-26,Software,Medium,IT,Hardware issue reported,2026-01-27,47.1
TKT00793,2025-05-15,Printing,Medium,Executive,Network issue reported,2025-05-15,10.2
TKT00794,2025-10-17,Access,Critical,Executive,Network issue reported,2025-10-17,1.8
TKT00795,2026-04-26,Hardware,Medium,Sales,Access issue reported,2026-04-26,8.1
TKT00796,2025-10-03,Email,Medium,Quality,Software issue reported,2025-10-04,24.6
TKT00797,2024-05-30,Software,Medium,HR,Access issue reported,2024-05-31,47.0
TKT00798,2024-07-13,Network,Low,Procurement,Security issue reported,2024-07-15,52.7
TKT00799,2024-09-03,Software,Low,Procurement,Access issue reported,2024-09-09,147.7
TKT00800,2024-02-21,Security,Low,Finance,Other issue reported,2024-02-24,90.1
TKT00801,2025-05-15,Access,Medium,HR,Access issue reported,2025-05-17,68.0
TKT00802,2024-10-09,Software,Low,Sales,Other issue reported,2024-10-11,53.6
TKT00803,2025-06-13,Other,High,Quality,Printing issue reported,2025-06-13,19.6
TKT00804,2025-10-29,Email,Medium,Finance,Security issue reported,2025-10-30,35.1
TKT00805,2024-08-11,Hardware,Low,Quality,Software issue reported,2024-08-12,35.9
TKT00806,2024-05-04,Email,Low,Procurement,Printing issue reported,2024-05-07,80.1
TKT00807,2025-05-30,Email,High,Manufacturing,Printing issue reported,2025-05-30,14.6
TKT00808,2024-05-07,Other,Medium,Engineering,Network issue reported,2024-05-08,34.1
TKT00809,2024-08-11,Network,Low,IT,Network issue reported,2024-08-13,57.8
TKT00810,2026-02-09,Printing,Low,IT,Email issue reported,2026-02-15,144.9
TKT00811,2024-05-30,Printing,Medium,EHS,Software issue reported,2024-05-30,15.8
TKT00812,2025-11-25,Email,High,EHS,Access issue reported,2025-11-25,22.3
TKT00813,2026-05-31,Security,Critical,Finance,Hardware issue reported,2026-05-31,3.1
TKT00814,2024-11-12,Software,Low,HR,Security issue reported,2024-11-14,50.1
TKT00815,2024-05-05,Network,Critical,Executive,Security issue reported,2024-05-05,2.8
TKT00816,2025-04-27,Access,Medium,Manufacturing,Access issue reported,2025-04-28,38.1
TKT00817,2024-04-17,Access,Medium,Procurement,Printing issue reported,2024-04-17,21.8
TKT00818,2025-03-28,Software,Medium,Sales,Other issue reported,2025-03-29,27.2
TKT00819,2024-04-19,Network,Medium,HR,Email issue reported,2024-04-21,52.2
TKT00820,2026-03-08,Printing,Medium,EHS,Security issue reported,2026-03-09,42.2
TKT00821,2024-01-02,Email,Medium,IT,Hardware issue reported,2024-01-04,48.4
TKT00822,2025-09-05,Software,High,Procurement,Network issue reported,2025-09-05,19.9
TKT00823,2024-03-12,Other,Medium,IT,Access issue reported,2024-03-12,12.3
TKT00824,2025-12-12,Security,Medium,Sales,Access issue reported,2025-12-13,29.9
TKT00825,2025-09-21,Software,High,EHS,Printing issue reported,2025-09-21,10.5
TKT00826,2025-10-21,Software,Low,Executive,Hardware issue reported,2025-10-23,65.6
TKT00827,2026-03-16,Security,Medium,Sales,Printing issue reported,2026-03-16,21.6
TKT00828,2025-12-02,Email,Medium,HR,Network issue reported,2025-12-04,71.0
TKT00829,2025-11-08,Other,Medium,Sales,Network issue reported,2025-11-10,54.2
TKT00830,2024-02-05,Hardware,Low,EHS,Security issue reported,2024-02-08,83.8
TKT00831,2024-10-06,Hardware,Medium,Finance,Other issue reported,2024-10-06,23.7
TKT00832,2025-05-15,Email,Medium,Finance,Software issue reported,2025-05-17,58.2
TKT00833,2025-01-14,Hardware,Medium,Sales,Access issue reported,2025-01-14,17.6
TKT00834,2025-01-29,Network,Medium,Sales,Network issue reported,2025-01-31,49.3
TKT00835,2024-09-21,Security,Low,Sales,Email issue reported,2024-09-25,107.7
TKT00836,2025-01-08,Printing,Critical,HR,Security issue reported,2025-01-08,0.7
TKT00837,2025-11-23,Other,Medium,Quality,Software issue reported,2025-11-25,48.5
TKT00838,2024-04-23,Printing,High,Procurement,Printing issue reported,2024-04-23,2.2
TKT00839,2024-09-06,Access,Critical,EHS,Other issue reported,2024-09-06,2.8
TKT00840,2024-06-10,Access,Low,IT,Printing issue reported,2024-06-13,76.0
TKT00841,2025-09-26,Network,Medium,IT,Network issue reported,2025-09-27,43.7
TKT00842,2025-07-11,Software,Medium,Finance,Security issue reported,2025-07-11,10.3
TKT00843,2025-06-18,Printing,Low,Manufacturing,Access issue reported,2025-06-23,125.4
TKT00844,2024-10-10,Email,Medium,Engineering,Access issue reported,2024-10-12,52.2
TKT00845,2026-02-15,Hardware,Medium,Manufacturing,Software issue reported,2026-02-16,43.4
TKT00846,2025-08-04,Access,High,Procurement,Software issue reported,2025-08-04,16.3
TKT00847,2025-08-03,Email,Low,Manufacturing,Hardware issue reported,2025-08-09,145.1
TKT00848,2025-11-22,Access,Medium,EHS,Access issue reported,2025-11-24,56.7
TKT00849,2024-09-05,Access,Low,Procurement,Hardware issue reported,2024-09-10,120.3
TKT00850,2024-11-30,Printing,Low,Executive,Software issue reported,2024-12-04,108.4
TKT00851,2024-10-16,Printing,Low,Quality,Other issue reported,2024-10-17,33.6
TKT00852,2024-10-07,Hardware,Medium,Quality,Access issue reported,2024-10-07,19.7
TKT00853,2025-02-04,Network,Medium,EHS,Hardware issue reported,2025-02-05,38.6
TKT00854,2024-10-04,Email,Low,Manufacturing,Other issue reported,2024-10-05,44.3
TKT00855,2025-03-08,Access,Medium,EHS,Hardware issue reported,2025-03-10,57.4
TKT00856,2024-09-17,Other,Low,Quality,Hardware issue reported,2024-09-19,52.7
TKT00857,2024-10-03,Hardware,Medium,Procurement,Other issue reported,2024-10-04,39.6
TKT00858,2025-08-16,Network,Low,Sales,Software issue reported,2025-08-17,31.5
TKT00859,2024-08-21,Email,Low,Finance,Hardware issue reported,2024-08-24,76.9
TKT00860,2024-09-12,Security,High,Executive,Software issue reported,2024-09-12,4.6
TKT00861,2025-07-22,Software,Medium,Executive,Printing issue reported,2025-07-22,8.9
TKT00862,2025-05-22,Email,High,Procurement,Access issue reported,2025-05-22,22.3
TKT00863,2026-01-13,Printing,Medium,IT,Email issue reported,2026-01-13,12.7
TKT00864,2024-01-10,Access,Medium,Engineering,Software issue reported,2024-01-11,44.5
TKT00865,2026-02-26,Printing,High,Quality,Printing issue reported,2026-02-26,14.8
TKT00866,2024-03-14,Security,Low,Sales,Email issue reported,2024-03-19,120.1
TKT00867,2026-05-23,Printing,Medium,Executive,Software issue reported,2026-05-23,22.4
TKT00868,2025-03-27,Printing,Low,HR,Network issue reported,2025-03-30,93.2
TKT00869,2025-04-08,Access,Medium,EHS,Security issue reported,2025-04-10,54.8
TKT00870,2024-04-24,Access,Low,Procurement,Software issue reported,2024-04-29,133.0
TKT00871,2026-03-16,Printing,Medium,Engineering,Access issue reported,2026-03-16,17.8
TKT00872,2024-11-17,Software,Medium,IT,Printing issue reported,2024-11-18,27.9
TKT00873,2025-04-29,Printing,Medium,Sales,Other issue reported,2025-04-30,24.8
TKT00874,2025-09-11,Software,Medium,Finance,Hardware issue reported,2025-09-11,19.0
TKT00875,2025-11-25,Access,Medium,Engineering,Network issue reported,2025-11-25,10.6
TKT00876,2025-10-31,Network,Low,IT,Network issue reported,2025-11-05,137.9
TKT00877,2024-02-21,Other,Medium,Engineering,Email issue reported,2024-02-21,18.2
TKT00878,2024-06-09,Software,Medium,IT,Security issue reported,2024-06-11,70.8
TKT00879,2025-05-09,Hardware,High,EHS,Printing issue reported,2025-05-09,14.3
TKT00880,2026-01-29,Access,Medium,HR,Security issue reported,2026-01-30,28.7
TKT00881,2025-09-12,Software,Medium,HR,Hardware issue reported,2025-09-12,14.3
TKT00882,2025-07-31,Software,Medium,Sales,Security issue reported,2025-07-31,21.7
TKT00883,2024-05-19,Access,Critical,Manufacturing,Access issue reported,2024-05-19,3.1
TKT00884,2024-06-27,Hardware,Medium,Finance,Other issue reported,2024-06-27,17.0
TKT00885,2024-12-26,Access,High,Finance,Security issue reported,2024-12-26,9.7
TKT00886,2026-06-24,Security,Medium,Quality,Email issue reported,2026-06-24,15.8
TKT00887,2026-01-13,Hardware,Critical,Engineering,Access issue reported,2026-01-13,4.0
TKT00888,2025-08-02,Hardware,Critical,Manufacturing,Other issue reported,2025-08-02,3.5
TKT00889,2025-02-19,Printing,Medium,Engineering,Access issue reported,2025-02-21,68.9
TKT00890,2026-04-01,Software,Medium,EHS,Hardware issue reported,2026-04-01,21.1
TKT00891,2025-06-16,Email,Medium,Quality,Network issue reported,2025-06-17,34.1
TKT00892,2024-02-27,Network,Low,Finance,Printing issue reported,2024-02-29,55.8
TKT00893,2026-02-21,Other,Medium,Quality,Network issue reported,2026-02-21,20.7
TKT00894,2025-10-05,Email,Medium,IT,Network issue reported,2025-10-06,29.9
TKT00895,2026-03-19,Access,Medium,EHS,Access issue reported,2026-03-21,59.7
TKT00896,2025-01-06,Hardware,Critical,Sales,Email issue reported,2025-01-06,3.7
TKT00897,2026-06-11,Network,Medium,HR,Network issue reported,2026-06-11,16.5
TKT00898,2024-05-06,Access,Low,HR,Network issue reported,2024-05-07,25.2
TKT00899,2025-06-21,Security,Medium,Engineering,Hardware issue reported,2025-06-23,58.9
TKT00900,2025-10-12,Email,Medium,Finance,Hardware issue reported,2025-10-12,15.3
TKT00901,2026-04-08,Other,Low,Procurement,Access issue reported,2026-04-11,92.2
TKT00902,2024-05-22,Security,Medium,Manufacturing,Network issue reported,2024-05-23,39.0
TKT00903,2024-04-29,Network,Medium,EHS,Hardware issue reported,2024-05-01,62.7
TKT00904,2026-04-12,Email,Low,HR,Access issue reported,2026-04-15,87.2
TKT00905,2025-07-21,Software,Low,EHS,Hardware issue reported,2025-07-27,151.1
TKT00906,2025-08-10,Other,Low,Procurement,Access issue reported,2025-08-15,125.1
TKT00907,2025-05-22,Access,Low,IT,Security issue reported,2025-05-23,28.9
TKT00908,2026-03-02,Network,High,Sales,Other issue reported,2026-03-02,22.6
TKT00909,2025-10-29,Access,Critical,Quality,Email issue reported,2025-10-29,3.8
TKT00910,2025-08-18,Other,Critical,HR,Access issue reported,2025-08-18,1.4
TKT00911,2024-03-14,Email,Medium,Engineering,Printing issue reported,2024-03-15,42.7
TKT00912,2026-02-14,Software,Medium,Sales,Software issue reported,2026-02-16,63.7
TKT00913,2025-05-10,Other,Low,Executive,Network issue reported,2025-05-15,138.6
TKT00914,2024-09-06,Access,High,Engineering,Printing issue reported,2024-09-06,7.2
TKT00915,2026-02-16,Other,Medium,HR,Security issue reported,2026-02-18,52.0
TKT00916,2025-02-20,Printing,Low,HR,Software issue reported,2025-02-23,76.6
TKT00917,2025-06-17,Email,Medium,EHS,Other issue reported,2025-06-19,67.4
TKT00918,2024-10-15,Access,High,Manufacturing,Network issue reported,2024-10-15,18.0
TKT00919,2025-01-30,Email,Low,Manufacturing,Access issue reported,2025-02-05,155.8
TKT00920,2024-01-07,Security,Medium,Engineering,Software issue reported,2024-01-09,71.8
TKT00921,2025-09-01,Other,Medium,Procurement,Security issue reported,2025-09-01,18.8
TKT00922,2025-02-17,Other,Low,Finance,Hardware issue reported,2025-02-20,72.7
TKT00923,2025-04-20,Network,High,Quality,Email issue reported,2025-04-20,11.0
TKT00924,2025-05-02,Network,High,Engineering,Network issue reported,2025-05-02,7.8
TKT00925,2024-01-14,Other,Low,Procurement,Software issue reported,2024-01-20,161.9
TKT00926,2025-12-08,Other,Medium,Quality,Network issue reported,2025-12-09,25.3
TKT00927,2024-08-25,Security,Medium,Finance,Network issue reported,2024-08-27,51.1
TKT00928,2024-01-06,Other,Low,Manufacturing,Hardware issue reported,2024-01-11,135.4
TKT00929,2024-09-15,Network,Medium,Procurement,Software issue reported,2024-09-17,58.5
TKT00930,2026-02-06,Security,Low,Procurement,Network issue reported,2026-02-10,119.1
TKT00931,2025-09-23,Email,Low,EHS,Hardware issue reported,2025-09-26,82.4
TKT00932,2026-03-01,Access,Low,Executive,Printing issue reported,2026-03-07,153.8
TKT00933,2026-03-17,Network,Low,Quality,Access issue reported,2026-03-23,162.4
TKT00934,2026-05-16,Hardware,Medium,IT,Other issue reported,2026-05-16,22.6
TKT00935,2025-06-20,Software,Low,Finance,Hardware issue reported,2025-06-21,26.3
TKT00936,2025-01-29,Access,Medium,Sales,Email issue reported,2025-01-30,42.8
TKT00937,2025-04-20,Other,Medium,IT,Email issue reported,2025-04-22,55.0
TKT00938,2024-01-10,Network,Critical,Manufacturing,Hardware issue reported,2024-01-10,0.9
TKT00939,2025-11-13,Software,Low,Executive,Security issue reported,2025-11-18,125.0
TKT00940,2026-02-17,Access,Low,Finance,Hardware issue reported,2026-02-20,89.6
TKT00941,2026-04-04,Software,Medium,Engineering,Other issue reported,2026-04-05,33.6
TKT00942,2025-03-30,Email,Medium,Manufacturing,Software issue reported,2025-03-31,45.0
TKT00943,2024-06-17,Hardware,Medium,HR,Other issue reported,2024-06-19,61.3
TKT00944,2026-02-10,Printing,High,Finance,Network issue reported,2026-02-10,20.6
TKT00945,2024-01-01,Security,Low,Sales,Hardware issue reported,2024-01-03,69.0
TKT00946,2024-01-11,Network,Medium,EHS,Hardware issue reported,2024-01-11,10.8
TKT00947,2025-07-29,Access,Medium,EHS,Security issue reported,2025-07-31,71.6
TKT00948,2024-03-16,Network,Critical,Sales,Hardware issue reported,2024-03-16,0.5
TKT00949,2024-02-16,Email,Low,Finance,Security issue reported,2024-02-19,82.7
TKT00950,2024-05-23,Email,Low,Quality,Hardware issue reported,2024-05-25,61.9
TKT00951,2026-01-10,Access,Medium,Executive,Printing issue reported,2026-01-12,50.4
TKT00952,2025-05-07,Access,Medium,Procurement,Security issue reported,2025-05-07,20.6
TKT00953,2024-05-09,Security,Medium,IT,Software issue reported,2024-05-10,37.8
TKT00954,2025-07-10,Printing,Medium,Quality,Other issue reported,2025-07-11,32.3
TKT00955,2026-01-09,Printing,Low,Quality,Hardware issue reported,2026-01-12,91.0
TKT00956,2026-01-18,Printing,Low,HR,Software issue reported,2026-01-21,82.8
TKT00957,2025-01-25,Security,Low,Manufacturing,Hardware issue reported,2025-01-29,99.7
TKT00958,2024-05-07,Network,High,Quality,Email issue reported,2024-05-07,16.3
TKT00959,2024-05-06,Printing,Low,Executive,Printing issue reported,2024-05-10,101.0
TKT00960,2025-10-13,Security,Medium,HR,Other issue reported,2025-10-14,42.1
TKT00961,2024-09-07,Hardware,Low,Quality,Other issue reported,2024-09-13,163.9
TKT00962,2024-02-06,Other,Medium,Executive,Network issue reported,2024-02-07,47.6
TKT00963,2026-06-11,Hardware,Medium,Executive,Printing issue reported,2026-06-13,53.3
TKT00964,2025-03-23,Access,Low,HR,Access issue reported,2025-03-28,128.4
TKT00965,2025-03-17,Hardware,Medium,Finance,Other issue reported,2025-03-18,29.8
TKT00966,2024-08-07,Other,High,HR,Network issue reported,2024-08-07,5.7
TKT00967,2024-04-26,Access,Medium,EHS,Network issue reported,2024-04-28,50.8
TKT00968,2025-11-07,Printing,Medium,EHS,Security issue reported,2025-11-09,60.6
TKT00969,2024-09-07,Security,Medium,HR,Email issue reported,2024-09-09,58.1
TKT00970,2024-06-04,Security,Medium,IT,Hardware issue reported,2024-06-05,35.2
TKT00971,2026-06-08,Software,Low,HR,Network issue reported,2026-06-10,54.4
TKT00972,2025-06-24,Security,Low,Engineering,Access issue reported,2025-06-27,92.0
TKT00973,2024-03-14,Network,Medium,IT,Access issue reported,2024-03-16,63.3
TKT00974,2024-07-25,Other,Medium,Procurement,Software issue reported,2024-07-27,71.8
TKT00975,2025-12-05,Other,Low,HR,Printing issue reported,2025-12-10,122.1
TKT00976,2024-01-22,Network,Low,IT,Other issue reported,2024-01-24,56.3
TKT00977,2026-04-17,Access,Low,Manufacturing,Security issue reported,2026-04-19,58.3
TKT00978,2024-11-15,Access,Medium,IT,Printing issue reported,2024-11-15,13.3
TKT00979,2025-07-27,Printing,Medium,Engineering,Hardware issue reported,2025-07-27,16.6
TKT00980,2024-04-30,Access,High,Quality,Email issue reported,2024-04-30,13.1
TKT00981,2024-12-07,Hardware,Medium,Quality,Other issue reported,2024-12-09,62.5
TKT00982,2026-03-11,Hardware,Medium,Quality,Hardware issue reported,2026-03-11,21.0
TKT00983,2025-01-28,Other,Medium,HR,Security issue reported,2025-01-30,66.3
TKT00984,2025-05-11,Other,High,Sales,Network issue reported,2025-05-11,2.9
TKT00985,2025-05-07,Other,Low,Engineering,Other issue reported,2025-05-10,84.1
