WeekStart,WorkCenterID,SiteID,DirectHours,OvertimeHours,UnitsProduced
2026-07-20,WC-001,SITE-01,519.5,52.6,4523
2026-07-20,WC-002,SITE-01,363.2,22.2,2738
2026-07-20,WC-003,SITE-01,525.4,31.4,3268
2026-07-20,WC-004,SITE-02,564.5,38.9,6600
2026-07-20,WC-005,SITE-02,542.7,33.3,5125
2026-07-20,WC-006,SITE-02,325.5,16.9,1798
2026-07-20,WC-007,SITE-03,529.0,46.1,2632
2026-07-20,WC-008,SITE-03,464.0,30.8,3515
2026-07-20,WC-009,SITE-03,417.9,33.0,2542
2026-07-20,WC-010,SITE-04,423.7,24.2,4973
2026-07-20,WC-011,SITE-04,371.2,26.1,2659
2026-07-20,WC-012,SITE-04,645.7,41.1,7043
2026-07-27,WC-001,SITE-01,532.3,53.9,3361
2026-07-27,WC-002,SITE-01,359.9,22.0,2989
2026-07-27,WC-003,SITE-01,492.3,29.4,3698
2026-07-27,WC-004,SITE-02,561.6,38.7,6822
2026-07-27,WC-005,SITE-02,571.4,35.1,4825
2026-07-27,WC-006,SITE-02,322.5,16.7,1238
2026-07-27,WC-007,SITE-03,525.1,45.8,2784
2026-07-27,WC-008,SITE-03,462.0,30.7,4517
2026-07-27,WC-009,SITE-03,430.3,34.0,1792
2026-07-27,WC-010,SITE-04,409.6,23.4,4613
2026-07-27,WC-011,SITE-04,387.0,27.2,2666
2026-07-27,WC-012,SITE-04,648.5,41.3,4419
