month,part_id,category,qty_on_hand,qty_on_order,unit_cost,total_value
2024-10-01,PT0039,WIP,3888,715,191.95,746301.6
2024-10-01,PT0040,Finished Goods,2894,414,128.86,372920.84
2024-11-01,PT0001,Packaging,2430,1617,211.99,515135.7
2024-11-01,PT0002,Raw Material,1777,1083,460.14,817668.78
2024-11-01,PT0003,WIP,902,964,167.27,150877.54
2024-11-01,PT0004,WIP,1707,107,398.24,679795.68
2024-11-01,PT0005,WIP,2908,1038,409.1,1189662.8
2024-11-01,PT0006,WIP,1485,795,45.8,68013.0
2024-11-01,PT0007,WIP,289,1114,333.09,96263.01
2024-11-01,PT0008,Raw Material,2165,1133,380.19,823111.35
2024-11-01,PT0009,Raw Material,4273,1461,260.77,1114270.21
2024-11-01,PT0010,MRO,697,219,427.36,297869.92
2024-11-01,PT0011,WIP,4163,42,374.88,1560625.44
2024-11-01,PT0012,Finished Goods,1947,123,149.44,290959.68
2024-11-01,PT0013,MRO,3854,1889,476.11,1834927.94
2024-11-01,PT0014,MRO,868,273,63.71,55300.28
2024-11-01,PT0015,MRO,3365,1057,54.14,182181.1
2024-11-01,PT0016,Raw Material,4398,1843,2.88,12666.24
2024-11-01,PT0017,Raw Material,3768,851,467.9,1763047.2
2024-11-01,PT0018,MRO,3060,263,472.54,1445972.4
2024-11-01,PT0019,Raw Material,3476,991,163.57,568569.32
2024-11-01,PT0020,WIP,3749,234,402.07,1507360.43
2024-11-01,PT0021,Raw Material,103,1916,8.53,878.59
2024-11-01,PT0022,MRO,4358,1320,260.22,1134038.76
2024-11-01,PT0023,MRO,2566,206,134.75,345768.5
2024-11-01,PT0024,Finished Goods,1976,716,230.56,455586.56
2024-11-01,PT0025,Packaging,3553,1124,407.76,1448771.28
2024-11-01,PT0026,Packaging,3872,597,164.47,636827.84
2024-11-01,PT0027,WIP,2651,940,167.9,445102.9
2024-11-01,PT0028,MRO,4460,1193,449.0,2002540.0
2024-11-01,PT0029,Packaging,4074,1469,311.34,1268399.16
2024-11-01,PT0030,MRO,1861,1393,393.92,733085.12
2024-11-01,PT0031,Packaging,3228,1283,182.92,590465.76
2024-11-01,PT0032,MRO,1369,1995,18.91,25887.79
2024-11-01,PT0033,WIP,296,204,319.3,94512.8
2024-11-01,PT0034,Finished Goods,189,1806,328.84,62150.76
2024-11-01,PT0035,Packaging,556,1390,172.79,96071.24
2024-11-01,PT0036,MRO,678,719,386.58,262101.24
2024-11-01,PT0037,Raw Material,3162,1491,302.13,955335.06
2024-11-01,PT0038,WIP,524,1332,70.45,36915.8
2024-11-01,PT0039,Finished Goods,4074,309,237.8,968797.2
2024-11-01,PT0040,Finished Goods,3478,154,348.81,1213161.18
2024-12-01,PT0001,Raw Material,2872,1406,176.87,507970.64
2024-12-01,PT0002,WIP,4187,1584,113.53,475350.11
2024-12-01,PT0003,Finished Goods,1079,1892,46.71,50400.09
2024-12-01,PT0004,Packaging,191,889,332.28,63465.48
2024-12-01,PT0005,WIP,4218,178,266.69,1124898.42
2024-12-01,PT0006,Finished Goods,3397,814,349.73,1188032.81
2024-12-01,PT0007,Raw Material,1631,54,321.74,524757.94
2024-12-01,PT0008,Packaging,2928,1928,260.71,763358.88
2024-12-01,PT0009,Raw Material,1815,538,310.77,564047.55
2024-12-01,PT0010,WIP,4698,419,134.76,633102.48
2024-12-01,PT0011,MRO,3614,1080,122.97,444413.58
2024-12-01,PT0012,Raw Material,4328,1021,336.58,1456718.24
2024-12-01,PT0013,MRO,2088,582,299.5,625356.0
2024-12-01,PT0014,MRO,2184,192,72.45,158230.8
2024-12-01,PT0015,MRO,1231,193,226.27,278538.37
2024-12-01,PT0016,Packaging,2427,494,239.3,580781.1
2024-12-01,PT0017,Raw Material,2393,1023,300.32,718665.76
2024-12-01,PT0018,Finished Goods,1696,286,65.46,111020.16
2024-12-01,PT0019,MRO,2522,1070,257.39,649137.58
2024-12-01,PT0020,MRO,1461,1195,14.17,20702.37
2024-12-01,PT0021,Finished Goods,1432,1147,52.8,75609.6
2024-12-01,PT0022,Packaging,2607,713,22.05,57484.35
2024-12-01,PT0023,Finished Goods,1314,773,256.4,336909.6
2024-12-01,PT0024,WIP,1735,457,213.87,371064.45
2024-12-01,PT0025,Raw Material,1583,691,418.2,662010.6
2024-12-01,PT0026,Packaging,4640,1866,48.91,226942.4
2024-12-01,PT0027,MRO,3346,456,192.29,643402.34
2024-12-01,PT0028,Finished Goods,904,1275,5.89,5324.56
2024-12-01,PT0029,MRO,2116,535,472.81,1000465.96
2024-12-01,PT0030,MRO,1541,1740,207.72,320096.52
2024-12-01,PT0031,WIP,3335,1056,148.87,496481.45
2024-12-01,PT0032,Finished Goods,990,844,456.09,451529.1
2024-12-01,PT0033,Packaging,3954,759,88.37,349414.98
2024-12-01,PT0034,Raw Material,2077,760,225.11,467553.47
2024-12-01,PT0035,WIP,2483,671,305.98,759748.34
2024-12-01,PT0036,Finished Goods,288,1457,312.46,89988.48
2024-12-01,PT0037,Finished Goods,238,725,5.93,1411.34
2024-12-01,PT0038,MRO,2774,1452,127.86,354683.64
2024-12-01,PT0039,Packaging,4020,851,463.29,1862425.8
2024-12-01,PT0040,MRO,3815,1060,153.23,584572.45
2025-01-01,PT0001,Finished Goods,4519,1364,58.0,262102.0
2025-01-01,PT0002,WIP,3786,892,59.89,226743.54
2025-01-01,PT0003,Raw Material,1974,402,241.53,476780.22
2025-01-01,PT0004,Finished Goods,4479,361,295.21,1322245.59
2025-01-01,PT0005,WIP,3018,259,446.48,1347476.64
2025-01-01,PT0006,Finished Goods,4482,1099,401.1,1797730.2
2025-01-01,PT0007,Raw Material,176,1358,189.18,33295.68
2025-01-01,PT0008,WIP,2084,633,427.08,890034.72
2025-01-01,PT0009,Raw Material,2940,637,237.58,698485.2
2025-01-01,PT0010,MRO,2196,202,53.95,118474.2
2025-01-01,PT0011,Raw Material,4790,1343,313.58,1502048.2
2025-01-01,PT0012,Raw Material,867,599,18.23,15805.41
2025-01-01,PT0013,MRO,4704,1312,419.56,1973610.24
2025-01-01,PT0014,Raw Material,4776,1037,306.16,1462220.16
2025-01-01,PT0015,WIP,2617,1064,456.37,1194320.29
2025-01-01,PT0016,Finished Goods,117,1380,138.44,16197.48
2025-01-01,PT0017,Raw Material,3939,150,67.48,265803.72
2025-01-01,PT0018,WIP,4062,1428,430.31,1747919.22
2025-01-01,PT0019,Raw Material,3205,1325,443.76,1422250.8
2025-01-01,PT0020,Packaging,1644,1694,482.88,793854.72
2025-01-01,PT0021,Packaging,4888,196,4.67,22826.96
2025-01-01,PT0022,MRO,4043,1167,138.46,559793.78
2025-01-01,PT0023,Finished Goods,4360,4,9.26,40373.6
2025-01-01,PT0024,WIP,4456,1218,16.39,73033.84
2025-01-01,PT0025,WIP,416,1765,82.87,34473.92
2025-01-01,PT0026,MRO,843,1239,128.64,108443.52
2025-01-01,PT0027,Packaging,2718,1138,371.05,1008513.9
2025-01-01,PT0028,Finished Goods,4678,501,18.39,86028.42
2025-01-01,PT0029,MRO,2687,259,205.53,552259.11
2025-01-01,PT0030,MRO,4597,927,311.28,1430954.16
2025-01-01,PT0031,WIP,1431,487,255.66,365849.46
2025-01-01,PT0032,Packaging,2673,859,426.41,1139793.93
2025-01-01,PT0033,WIP,408,27,480.51,196048.08
2025-01-01,PT0034,Packaging,4798,1113,6.43,30851.14
2025-01-01,PT0035,Raw Material,1034,1767,325.35,336411.9
2025-01-01,PT0036,Packaging,4239,27,373.26,1582249.14
2025-01-01,PT0037,Raw Material,50,0,339.77,16988.5
2025-01-01,PT0038,Finished Goods,3786,1101,450.14,1704230.04
2025-01-01,PT0039,WIP,3304,1772,266.02,878930.08
2025-01-01,PT0040,Packaging,1362,1609,357.7,487187.4
2025-02-01,PT0001,WIP,1611,20,27.16,43754.76
2025-02-01,PT0002,MRO,4493,128,36.53,164129.29
2025-02-01,PT0003,MRO,1443,1924,278.06,401240.58
2025-02-01,PT0004,WIP,4885,957,101.45,495583.25
2025-02-01,PT0005,MRO,3257,342,458.35,1492845.95
2025-02-01,PT0006,Raw Material,616,713,179.23,110405.68
2025-02-01,PT0007,Raw Material,4648,121,473.2,2199433.6
2025-02-01,PT0008,MRO,1089,930,3.76,4094.64
2025-02-01,PT0009,WIP,1415,1703,301.48,426594.2
2025-02-01,PT0010,Packaging,1317,1356,151.23,199169.91
2025-02-01,PT0011,Packaging,2770,1101,199.79,553418.3
2025-02-01,PT0012,WIP,1422,1440,150.31,213740.82
2025-02-01,PT0013,MRO,4822,1579,99.11,477908.42
2025-02-01,PT0014,Packaging,2256,1261,237.64,536115.84
2025-02-01,PT0015,Finished Goods,774,108,171.93,133073.82
2025-02-01,PT0016,Packaging,1931,1925,70.43,136000.33
2025-02-01,PT0017,WIP,4346,1032,175.94,764635.24
2025-02-01,PT0018,Finished Goods,1266,1827,222.3,281431.8
2025-02-01,PT0019,Packaging,2200,819,315.86,694892.0
2025-02-01,PT0020,WIP,848,1817,314.99,267111.52
2025-02-01,PT0021,MRO,4964,54,41.89,207941.96
2025-02-01,PT0022,Finished Goods,4597,999,157.47,723889.59
2025-02-01,PT0023,Finished Goods,1275,1202,102.84,131121.0
2025-02-01,PT0024,MRO,4843,1231,44.14,213770.02
2025-02-01,PT0025,Raw Material,2488,132,475.69,1183516.72
2025-02-01,PT0026,MRO,2734,1284,228.32,624226.88
2025-02-01,PT0027,WIP,1582,950,317.13,501699.66
2025-02-01,PT0028,Packaging,4211,1259,379.21,1596853.31
2025-02-01,PT0029,Raw Material,2206,1888,135.11,298052.66
2025-02-01,PT0030,Packaging,631,1151,41.52,26199.12
2025-02-01,PT0031,Packaging,3926,1282,464.93,1825315.18
2025-02-01,PT0032,WIP,2812,1603,250.18,703506.16
2025-02-01,PT0033,Packaging,4012,553,147.66,592411.92
2025-02-01,PT0034,Packaging,411,1180,126.73,52086.03
2025-02-01,PT0035,WIP,4577,1866,205.58,940939.66
2025-02-01,PT0036,Packaging,2889,1505,470.6,1359563.4
2025-02-01,PT0037,Packaging,4090,1345,407.94,1668474.6
2025-02-01,PT0038,WIP,507,1141,478.87,242787.09
2025-02-01,PT0039,Raw Material,219,164,174.03,38112.57
2025-02-01,PT0040,Packaging,2386,1769,438.41,1046046.26
2025-03-01,PT0001,WIP,2686,914,467.83,1256591.38
2025-03-01,PT0002,Finished Goods,1105,676,333.31,368307.55
2025-03-01,PT0003,Finished Goods,3110,1788,482.33,1500046.3
2025-03-01,PT0004,MRO,4532,549,243.86,1105173.52
2025-03-01,PT0005,MRO,158,2,397.16,62751.28
2025-03-01,PT0006,Raw Material,4654,227,166.29,773913.66
2025-03-01,PT0007,WIP,3164,1755,379.04,1199282.56
2025-03-01,PT0008,WIP,1583,600,134.32,212628.56
2025-03-01,PT0009,Packaging,2388,1607,313.96,749736.48
2025-03-01,PT0010,MRO,88,277,329.82,29024.16
2025-03-01,PT0011,Finished Goods,375,805,58.51,21941.25
2025-03-01,PT0012,MRO,2575,1422,438.75,1129781.25
2025-03-01,PT0013,Finished Goods,464,1272,379.38,176032.32
2025-03-01,PT0014,Finished Goods,3925,1411,392.76,1541583.0
2025-03-01,PT0015,MRO,2403,1090,435.56,1046650.68
2025-03-01,PT0016,MRO,3802,791,236.22,898108.44
2025-03-01,PT0017,WIP,495,1933,462.15,228764.25
2025-03-01,PT0018,Packaging,3650,270,105.09,383578.5
2025-03-01,PT0019,Packaging,824,1758,293.55,241885.2
2025-03-01,PT0020,Raw Material,3470,511,20.33,70545.1
2025-03-01,PT0021,Finished Goods,2568,1285,311.76,800599.68
2025-03-01,PT0022,Raw Material,2213,1821,246.11,544641.43
2025-03-01,PT0023,WIP,1311,321,24.48,32093.28
2025-03-01,PT0024,WIP,4667,976,9.94,46389.98
2025-03-01,PT0025,Finished Goods,1809,1591,222.85,403135.65
2025-03-01,PT0026,MRO,1583,1906,481.46,762151.18
2025-03-01,PT0027,Packaging,3147,704,412.13,1296973.11
2025-03-01,PT0028,MRO,2976,710,176.16,524252.16
2025-03-01,PT0029,WIP,3438,1141,162.62,559087.56
2025-03-01,PT0030,Finished Goods,4478,737,456.4,2043759.2
2025-03-01,PT0031,Raw Material,3541,1560,352.18,1247069.38
2025-03-01,PT0032,MRO,4153,976,131.51,546161.03
2025-03-01,PT0033,Packaging,3333,634,83.47,278205.51
2025-03-01,PT0034,Packaging,1886,92,230.71,435119.06
2025-03-01,PT0035,Raw Material,2863,721,28.43,81395.09
2025-03-01,PT0036,Finished Goods,2221,697,198.01,439780.21
2025-03-01,PT0037,WIP,3693,1273,117.66,434518.38
2025-03-01,PT0038,Packaging,4842,543,170.95,827739.9
2025-03-01,PT0039,Packaging,3778,12,140.57,531073.46
2025-03-01,PT0040,Finished Goods,2600,761,397.31,1033006.0
2025-04-01,PT0001,Raw Material,3209,434,161.21,517322.89
2025-04-01,PT0002,WIP,3551,1235,235.25,835372.75
2025-04-01,PT0003,Finished Goods,587,1070,315.53,185216.11
2025-04-01,PT0004,Raw Material,1038,405,287.43,298352.34
2025-04-01,PT0005,Packaging,3031,1341,313.68,950764.08
2025-04-01,PT0006,Packaging,4669,572,170.53,796204.57
2025-04-01,PT0007,WIP,4346,1923,88.46,384447.16
2025-04-01,PT0008,Raw Material,2066,1811,323.45,668247.7
2025-04-01,PT0009,WIP,3820,1734,141.85,541867.0
2025-04-01,PT0010,MRO,713,1064,349.32,249065.16
2025-04-01,PT0011,Raw Material,3141,904,417.81,1312341.21
2025-04-01,PT0012,MRO,1636,776,144.6,236565.6
2025-04-01,PT0013,Raw Material,4518,1277,402.89,1820257.02
2025-04-01,PT0014,Raw Material,4307,679,420.38,1810576.66
2025-04-01,PT0015,Packaging,863,528,77.41,66804.83
2025-04-01,PT0016,WIP,4747,1576,332.75,1579564.25
2025-04-01,PT0017,Finished Goods,1733,1985,229.43,397602.19
2025-04-01,PT0018,Finished Goods,3248,1427,376.7,1223521.6
2025-04-01,PT0019,Packaging,1788,1464,259.78,464486.64
2025-04-01,PT0020,Packaging,3252,1294,204.14,663863.28
2025-04-01,PT0021,Raw Material,4362,1362,340.54,1485435.48
2025-04-01,PT0022,MRO,3188,628,391.0,1246508.0
2025-04-01,PT0023,Finished Goods,506,1105,255.09,129075.54
2025-04-01,PT0024,Finished Goods,3443,1299,93.72,322677.96
2025-04-01,PT0025,Finished Goods,601,1853,80.94,48644.94
2025-04-01,PT0026,MRO,347,1311,406.46,141041.62
2025-04-01,PT0027,Raw Material,1636,1358,417.23,682588.28
2025-04-01,PT0028,Raw Material,3489,40,67.23,234565.47
2025-04-01,PT0029,Finished Goods,4064,612,156.2,634796.8
2025-04-01,PT0030,Raw Material,4404,1541,70.02,308368.08
2025-04-01,PT0031,Finished Goods,3059,1101,449.51,1375051.09
2025-04-01,PT0032,MRO,2679,766,206.82,554070.78
2025-04-01,PT0033,Packaging,820,1311,422.74,346646.8
2025-04-01,PT0034,WIP,791,465,203.1,160652.1
2025-04-01,PT0035,Raw Material,2030,923,241.82,490894.6
2025-04-01,PT0036,WIP,4311,1423,55.19,237924.09
2025-04-01,PT0037,WIP,2565,223,170.68,437794.2
2025-04-01,PT0038,WIP,2193,671,357.9,784874.7
2025-04-01,PT0039,Packaging,1703,361,348.36,593257.08
2025-04-01,PT0040,Finished Goods,507,1975,336.89,170803.23
2025-05-01,PT0001,WIP,2665,1713,141.93,378243.45
2025-05-01,PT0002,MRO,882,1568,39.92,35209.44
2025-05-01,PT0003,MRO,3861,552,482.02,1861079.22
2025-05-01,PT0004,WIP,2368,1222,163.14,386315.52
2025-05-01,PT0005,WIP,3422,411,250.66,857758.52
2025-05-01,PT0006,WIP,498,315,241.73,120381.54
2025-05-01,PT0007,WIP,2150,1298,50.57,108725.5
2025-05-01,PT0008,Raw Material,658,91,65.09,42829.22
2025-05-01,PT0009,MRO,4019,794,3.89,15633.91
2025-05-01,PT0010,WIP,2292,425,403.18,924088.56
2025-05-01,PT0011,WIP,3450,4,137.52,474444.0
2025-05-01,PT0012,WIP,3124,1987,315.91,986902.84
2025-05-01,PT0013,WIP,3053,815,121.02,369474.06
2025-05-01,PT0014,Finished Goods,3355,1307,38.13,127926.15
2025-05-01,PT0015,WIP,4533,1359,288.34,1307045.22
2025-05-01,PT0016,MRO,1451,677,20.7,30035.7
2025-05-01,PT0017,WIP,772,550,48.16,37179.52
2025-05-01,PT0018,WIP,830,972,459.48,381368.4
2025-05-01,PT0019,WIP,3173,1890,315.94,1002477.62
2025-05-01,PT0020,Packaging,2206,1495,179.03,394940.18
2025-05-01,PT0021,Finished Goods,1438,795,261.11,375476.18
2025-05-01,PT0022,Raw Material,1210,1683,308.16,372873.6
2025-05-01,PT0023,WIP,3905,314,163.56,638701.8
2025-05-01,PT0024,WIP,2667,1899,126.25,336708.75
2025-05-01,PT0025,Finished Goods,1992,93,389.83,776541.36
2025-05-01,PT0026,MRO,999,462,434.27,433835.73
2025-05-01,PT0027,Packaging,2231,748,10.7,23871.7
2025-05-01,PT0028,Packaging,1157,969,442.9,512435.3
2025-05-01,PT0029,Finished Goods,1402,402,410.52,575549.04
2025-05-01,PT0030,Finished Goods,4078,73,27.35,111533.3
2025-05-01,PT0031,Finished Goods,1897,448,204.59,388107.23
2025-05-01,PT0032,Finished Goods,2980,822,179.09,533688.2
2025-05-01,PT0033,WIP,4883,1136,248.15,1211716.45
2025-05-01,PT0034,Raw Material,1310,1139,256.21,335635.1
2025-05-01,PT0035,Finished Goods,4668,1593,428.53,2000378.04
2025-05-01,PT0036,MRO,3241,1187,145.85,472699.85
2025-05-01,PT0037,Packaging,2878,1467,22.93,65992.54
2025-05-01,PT0038,Finished Goods,1758,1690,238.12,418614.96
2025-05-01,PT0039,WIP,77,943,440.34,33906.18
2025-05-01,PT0040,Packaging,1080,831,472.26,510040.8
2025-06-01,PT0001,MRO,2416,20,2.97,7175.52
2025-06-01,PT0002,Finished Goods,3083,53,124.03,382384.49
2025-06-01,PT0003,Raw Material,2627,31,222.03,583272.81
2025-06-01,PT0004,Finished Goods,3258,710,201.47,656389.26
2025-06-01,PT0005,Finished Goods,368,1322,251.38,92507.84
2025-06-01,PT0006,MRO,3301,1776,158.38,522812.38
2025-06-01,PT0007,Packaging,1140,335,242.22,276130.8
2025-06-01,PT0008,WIP,1538,86,84.16,129438.08
2025-06-01,PT0009,Finished Goods,551,817,118.41,65243.91
2025-06-01,PT0010,WIP,4753,215,335.52,1594726.56
2025-06-01,PT0011,Raw Material,4667,961,401.34,1873053.78
2025-06-01,PT0012,Raw Material,2067,781,359.06,742177.02
2025-06-01,PT0013,WIP,693,1560,166.49,115377.57
2025-06-01,PT0014,Raw Material,1254,1706,410.28,514491.12
2025-06-01,PT0015,Raw Material,1311,1121,473.38,620601.18
2025-06-01,PT0016,MRO,1233,442,55.0,67815.0
2025-06-01,PT0017,WIP,1038,552,269.7,279948.6
2025-06-01,PT0018,Raw Material,1128,1302,347.86,392386.08
2025-06-01,PT0019,Finished Goods,2490,279,451.17,1123413.3
2025-06-01,PT0020,WIP,4921,319,128.55,632594.55
2025-06-01,PT0021,WIP,233,304,141.1,32876.3
2025-06-01,PT0022,WIP,506,30,336.07,170051.42
2025-06-01,PT0023,Raw Material,1110,916,49.07,54467.7
2025-06-01,PT0024,Packaging,1453,1115,455.2,661405.6
2025-06-01,PT0025,WIP,1981,681,130.25,258025.25
2025-06-01,PT0026,Raw Material,4050,1161,311.63,1262101.5
2025-06-01,PT0027,Raw Material,1961,687,347.08,680623.88
2025-06-01,PT0028,WIP,4999,660,368.68,1843031.32
2025-06-01,PT0029,MRO,4020,841,58.75,236175.0
2025-06-01,PT0030,WIP,4305,562,286.39,1232908.95
2025-06-01,PT0031,MRO,3128,585,357.26,1117509.28
2025-06-01,PT0032,Raw Material,4452,1543,436.56,1943565.12
2025-06-01,PT0033,Packaging,3804,1187,421.41,1603043.64
2025-06-01,PT0034,Finished Goods,616,1853,106.49,65597.84
2025-06-01,PT0035,Finished Goods,1600,0,4.18,6688.0
2025-06-01,PT0036,MRO,490,803,21.68,10623.2
2025-06-01,PT0037,WIP,1995,771,434.88,867585.6
2025-06-01,PT0038,Raw Material,1587,1863,64.68,102647.16
2025-06-01,PT0039,Raw Material,2789,866,350.54,977656.06
2025-06-01,PT0040,MRO,1392,863,407.57,567337.44
2025-07-01,PT0001,Raw Material,1670,879,238.87,398912.9
2025-07-01,PT0002,WIP,2437,657,286.07,697152.59
2025-07-01,PT0003,Packaging,4737,963,325.06,1539809.22
2025-07-01,PT0004,MRO,1651,1113,419.84,693155.84
2025-07-01,PT0005,WIP,1641,1938,336.01,551392.41
2025-07-01,PT0006,Packaging,2338,885,77.87,182060.06
2025-07-01,PT0007,WIP,1407,381,289.11,406777.77
2025-07-01,PT0008,WIP,1877,403,459.01,861561.77
2025-07-01,PT0009,Packaging,727,403,350.25,254631.75
2025-07-01,PT0010,Packaging,2715,361,455.48,1236628.2
2025-07-01,PT0011,WIP,4976,57,107.43,534571.68
2025-07-01,PT0012,MRO,274,1579,72.24,19793.76
2025-07-01,PT0013,Packaging,2436,1882,418.32,1019027.52
2025-07-01,PT0014,Raw Material,835,569,425.87,355601.45
2025-07-01,PT0015,Finished Goods,2601,693,38.4,99878.4
2025-07-01,PT0016,WIP,1318,515,92.02,121282.36
2025-07-01,PT0017,Finished Goods,265,1069,189.65,50257.25
2025-07-01,PT0018,Packaging,1907,1853,108.9,207672.3
2025-07-01,PT0019,Finished Goods,3449,1861,19.2,66220.8
2025-07-01,PT0020,WIP,1599,402,337.42,539534.58
2025-07-01,PT0021,MRO,2936,1890,136.8,401644.8
2025-07-01,PT0022,WIP,4578,1677,417.0,1909026.0
2025-07-01,PT0023,WIP,4328,915,102.49,443576.72
2025-07-01,PT0024,Packaging,4821,747,313.2,1509937.2
2025-07-01,PT0025,Packaging,227,697,40.95,9295.65
2025-07-01,PT0026,WIP,4795,1308,370.38,1775972.1
2025-07-01,PT0027,Finished Goods,4000,740,166.68,666720.0
2025-07-01,PT0028,Packaging,4217,1432,169.24,713685.08
2025-07-01,PT0029,WIP,3957,264,169.14,669286.98
2025-07-01,PT0030,WIP,1615,28,90.27,145786.05
2025-07-01,PT0031,Raw Material,4633,862,235.09,1089171.97
2025-07-01,PT0032,Raw Material,4989,1665,271.52,1354613.28
2025-07-01,PT0033,Finished Goods,2491,806,245.18,610743.38
2025-07-01,PT0034,MRO,2917,344,140.07,408584.19
2025-07-01,PT0035,Packaging,4536,511,49.77,225756.72
2025-07-01,PT0036,Finished Goods,3169,1780,462.87,1466835.03
2025-07-01,PT0037,Finished Goods,3171,1170,22.45,71188.95
2025-07-01,PT0038,WIP,1191,938,323.16,384883.56
2025-07-01,PT0039,Raw Material,2777,1676,362.58,1006884.66
2025-07-01,PT0040,WIP,3072,1644,329.39,1011886.08
2025-08-01,PT0001,Finished Goods,896,1630,433.04,388003.84
2025-08-01,PT0002,Raw Material,558,1827,362.44,202241.52
2025-08-01,PT0003,Finished Goods,3412,364,173.83,593107.96
2025-08-01,PT0004,Finished Goods,1220,865,474.61,579024.2
2025-08-01,PT0005,MRO,4206,53,217.55,915015.3
2025-08-01,PT0006,Packaging,454,1513,401.72,182380.88
2025-08-01,PT0007,Finished Goods,2525,990,276.76,698819.0
2025-08-01,PT0008,Raw Material,3525,1682,122.33,431213.25
2025-08-01,PT0009,Finished Goods,2417,1725,84.78,204913.26
2025-08-01,PT0010,Finished Goods,1326,48,369.07,489386.82
2025-08-01,PT0011,MRO,1892,287,156.98,297006.16
2025-08-01,PT0012,MRO,2466,451,308.37,760440.42
2025-08-01,PT0013,Finished Goods,1751,979,421.54,738116.54
2025-08-01,PT0014,Raw Material,2233,389,169.07,377533.31
2025-08-01,PT0015,Raw Material,582,686,23.25,13531.5
2025-08-01,PT0016,MRO,297,1267,259.91,77193.27
2025-08-01,PT0017,Finished Goods,689,1530,118.67,81763.63
2025-08-01,PT0018,WIP,3027,334,81.4,246397.8
2025-08-01,PT0019,MRO,3689,576,135.49,499822.61
2025-08-01,PT0020,MRO,555,890,267.4,148407.0
2025-08-01,PT0021,MRO,3173,594,316.38,1003873.74
2025-08-01,PT0022,Finished Goods,3438,1284,81.3,279509.4
2025-08-01,PT0023,WIP,295,942,20.36,6006.2
2025-08-01,PT0024,Packaging,375,1498,40.78,15292.5
2025-08-01,PT0025,Raw Material,944,276,356.25,336300.0
2025-08-01,PT0026,Finished Goods,2425,1072,484.78,1175591.5
2025-08-01,PT0027,Raw Material,2485,1930,181.95,452145.75
2025-08-01,PT0028,WIP,4221,987,53.06,223966.26
2025-08-01,PT0029,Finished Goods,211,52,348.19,73468.09
2025-08-01,PT0030,Finished Goods,619,1692,126.11,78062.09
2025-08-01,PT0031,Raw Material,555,899,319.93,177561.15
2025-08-01,PT0032,WIP,634,1499,339.59,215300.06
2025-08-01,PT0033,Finished Goods,1467,63,445.2,653108.4
2025-08-01,PT0034,Finished Goods,1753,33,276.77,485177.81
2025-08-01,PT0035,MRO,2220,175,142.02,315284.4
2025-08-01,PT0036,WIP,3805,82,37.91,144247.55
2025-08-01,PT0037,Finished Goods,1745,153,333.04,581154.8
2025-08-01,PT0038,Raw Material,3084,1609,388.84,1199182.56
2025-08-01,PT0039,Raw Material,3035,1490,107.22,325412.7
2025-08-01,PT0040,Packaging,4552,648,250.29,1139320.08
2025-09-01,PT0001,Raw Material,176,1578,189.25,33308.0
2025-09-01,PT0002,MRO,2980,1326,217.15,647107.0
2025-09-01,PT0003,Raw Material,2219,1069,131.46,291709.74
2025-09-01,PT0004,WIP,639,680,169.23,108137.97
2025-09-01,PT0005,MRO,2926,246,12.64,36984.64
2025-09-01,PT0006,Finished Goods,3800,971,349.6,1328480.0
2025-09-01,PT0007,Raw Material,582,701,333.16,193899.12
2025-09-01,PT0008,WIP,990,214,262.99,260360.1
2025-09-01,PT0009,Finished Goods,699,1857,61.44,42946.56
2025-09-01,PT0010,MRO,3907,1732,86.54,338111.78
2025-09-01,PT0011,Raw Material,3079,1262,126.05,388107.95
2025-09-01,PT0012,WIP,342,804,129.52,44295.84
2025-09-01,PT0013,Raw Material,3505,1973,314.75,1103198.75
2025-09-01,PT0014,Finished Goods,2136,1953,7.53,16084.08
2025-09-01,PT0015,MRO,2651,712,92.62,245535.62
2025-09-01,PT0016,WIP,345,1017,61.12,21086.4
2025-09-01,PT0017,WIP,659,382,243.39,160394.01
2025-09-01,PT0018,WIP,1238,659,5.83,7217.54
2025-09-01,PT0019,Raw Material,2558,657,265.82,679967.56
2025-09-01,PT0020,WIP,213,1123,147.56,31430.28
2025-09-01,PT0021,Packaging,332,1514,213.33,70825.56
2025-09-01,PT0022,Packaging,4907,262,209.26,1026838.82
2025-09-01,PT0023,Finished Goods,1936,1664,371.98,720153.28
2025-09-01,PT0024,WIP,862,1376,199.12,171641.44
2025-09-01,PT0025,Raw Material,4820,1506,447.73,2158058.6
2025-09-01,PT0026,Packaging,659,1706,279.98,184506.82
2025-09-01,PT0027,Packaging,2252,1582,476.85,1073866.2
2025-09-01,PT0028,Raw Material,4924,1251,14.92,73466.08
2025-09-01,PT0029,Packaging,3750,1928,57.63,216112.5
2025-09-01,PT0030,Raw Material,4860,277,482.08,2342908.8
2025-09-01,PT0031,WIP,3715,1756,251.64,934842.6
2025-09-01,PT0032,Finished Goods,2797,1454,356.16,996179.52
2025-09-01,PT0033,Packaging,2154,1275,419.17,902892.18
2025-09-01,PT0034,WIP,2218,1302,388.75,862247.5
2025-09-01,PT0035,WIP,2759,1681,146.21,403393.39
2025-09-01,PT0036,Raw Material,3542,533,74.22,262887.24
2025-09-01,PT0037,WIP,4412,1918,233.72,1031172.64
2025-09-01,PT0038,MRO,3275,1720,304.23,996353.25
2025-09-01,PT0039,MRO,4544,128,433.97,1971959.68
