emp_id,course_id,course_name,completion_date,score
E1167,MFG-002,5S Workplace Organization,2025-06-19,73
E1167,MFG-001,Lean Manufacturing Basics,2025-03-01,72
E1167,HR-002,Code of Conduct,2025-12-22,61
E1168,IT-001,Information Security Awareness,2024-01-26,82
E1168,EHS-001,Safety Fundamentals,2025-06-26,7
E1168,MFG-001,Lean Manufacturing Basics,2026-01-18,89
E1168,ENG-001,CAD Software Proficiency,2025-02-13,83
E1168,QA-001,Quality Management System,2024-04-25,90
E1168,FIN-001,Financial Compliance,2024-01-28,81
E1168,HR-002,Code of Conduct,2024-07-25,51
E1168,EHS-002,Forklift Certification,2025-11-25,69
E1168,MFG-002,5S Workplace Organization,2024-05-16,95
E1169,IT-001,Information Security Awareness,2025-07-16,34
E1169,HR-001,Anti-Harassment Training,2026-05-14,11
E1169,MFG-001,Lean Manufacturing Basics,2025-06-20,75
E1169,QA-001,Quality Management System,2025-11-14,70
E1169,EHS-001,Safety Fundamentals,2024-09-11,59
E1169,ENG-001,CAD Software Proficiency,2026-02-21,96
E1169,EHS-002,Forklift Certification,2026-02-16,93
E1169,HR-002,Code of Conduct,2026-06-17,10
E1170,QA-001,Quality Management System,2024-03-22,84
E1170,MFG-002,5S Workplace Organization,2024-09-14,79
E1170,EHS-002,Forklift Certification,2026-01-18,64
E1170,ENG-001,CAD Software Proficiency,2024-09-04,91
E1170,HR-002,Code of Conduct,2025-07-04,59
E1170,HR-001,Anti-Harassment Training,2026-06-19,32
E1171,IT-001,Information Security Awareness,2024-07-02,10
E1171,EHS-002,Forklift Certification,2025-12-10,80
E1171,EHS-001,Safety Fundamentals,2026-06-15,96
E1171,QA-001,Quality Management System,2026-04-20,81
E1171,MFG-001,Lean Manufacturing Basics,2025-03-07,75
E1171,HR-002,Code of Conduct,2024-12-20,33
E1171,ENG-001,CAD Software Proficiency,2026-01-14,92
E1172,EHS-001,Safety Fundamentals,2024-01-06,83
E1172,MFG-002,5S Workplace Organization,2025-08-23,82
E1173,IT-001,Information Security Awareness,2024-02-27,2
E1173,MFG-001,Lean Manufacturing Basics,2026-02-28,70
E1173,MFG-002,5S Workplace Organization,2024-08-21,74
E1173,QA-001,Quality Management System,2026-02-14,99
E1173,HR-001,Anti-Harassment Training,2024-02-10,98
E1173,EHS-001,Safety Fundamentals,2025-03-16,54
E1173,EHS-002,Forklift Certification,2024-02-06,69
E1173,FIN-001,Financial Compliance,2026-06-15,90
E1173,ENG-001,CAD Software Proficiency,2025-01-28,89
E1174,HR-002,Code of Conduct,2024-02-21,91
E1174,IT-001,Information Security Awareness,2025-07-28,63
E1174,MFG-002,5S Workplace Organization,2026-05-20,93
E1174,EHS-001,Safety Fundamentals,2026-03-02,62
E1174,HR-001,Anti-Harassment Training,2025-08-17,75
E1175,HR-002,Code of Conduct,2025-02-16,79
E1175,EHS-001,Safety Fundamentals,2026-03-15,89
E1175,ENG-001,CAD Software Proficiency,2025-01-06,84
E1175,FIN-001,Financial Compliance,2026-02-16,86
E1175,IT-001,Information Security Awareness,2025-04-17,28
E1175,HR-001,Anti-Harassment Training,2026-06-11,77
E1175,QA-001,Quality Management System,2026-06-15,73
E1175,EHS-002,Forklift Certification,2025-12-23,84
E1175,MFG-001,Lean Manufacturing Basics,2025-11-21,93
E1176,QA-001,Quality Management System,2024-03-07,75
E1176,HR-001,Anti-Harassment Training,2026-04-04,53
E1176,HR-002,Code of Conduct,2025-05-08,26
E1176,ENG-001,CAD Software Proficiency,2026-01-01,86
E1176,MFG-001,Lean Manufacturing Basics,2025-06-22,75
E1176,EHS-001,Safety Fundamentals,2024-09-02,8
E1176,FIN-001,Financial Compliance,2025-07-04,94
E1177,EHS-002,Forklift Certification,2025-06-25,62
E1177,ENG-001,CAD Software Proficiency,2026-03-05,97
E1177,HR-002,Code of Conduct,2026-05-22,13
E1177,QA-001,Quality Management System,2026-01-15,94
E1177,HR-001,Anti-Harassment Training,2024-02-26,78
E1178,ENG-001,CAD Software Proficiency,2024-11-04,81
E1178,EHS-001,Safety Fundamentals,2025-03-24,37
E1178,EHS-002,Forklift Certification,2026-04-25,92
E1179,EHS-002,Forklift Certification,2024-04-27,90
E1179,HR-001,Anti-Harassment Training,2025-05-17,21
E1179,MFG-001,Lean Manufacturing Basics,2024-05-12,92
E1179,ENG-001,CAD Software Proficiency,2025-06-21,96
E1179,FIN-001,Financial Compliance,2024-03-25,99
E1179,EHS-001,Safety Fundamentals,2026-04-26,29
E1179,QA-001,Quality Management System,2024-07-14,91
E1179,HR-002,Code of Conduct,2025-09-26,87
E1179,MFG-002,5S Workplace Organization,2025-01-15,74
E1180,ENG-001,CAD Software Proficiency,2024-06-11,87
E1180,EHS-002,Forklift Certification,2024-07-02,85
E1181,HR-001,Anti-Harassment Training,2026-06-26,84
E1181,EHS-001,Safety Fundamentals,2026-03-14,51
E1182,IT-001,Information Security Awareness,2026-02-18,79
E1182,MFG-001,Lean Manufacturing Basics,2026-06-15,92
E1182,ENG-001,CAD Software Proficiency,2025-11-13,99
E1182,EHS-001,Safety Fundamentals,2024-05-03,4
E1182,HR-001,Anti-Harassment Training,2026-03-13,92
E1182,FIN-001,Financial Compliance,2026-06-05,91
E1182,EHS-002,Forklift Certification,2026-03-07,65
E1182,QA-001,Quality Management System,2026-05-10,98
E1182,HR-002,Code of Conduct,2025-11-06,2
E1182,MFG-002,5S Workplace Organization,2024-09-19,78
E1183,IT-001,Information Security Awareness,2025-05-21,64
E1183,MFG-002,5S Workplace Organization,2025-02-02,94
E1183,EHS-002,Forklift Certification,2026-01-15,79
E1183,MFG-001,Lean Manufacturing Basics,2026-06-01,84
E1183,EHS-001,Safety Fundamentals,2025-04-26,95
E1184,FIN-001,Financial Compliance,2024-06-17,93
E1184,HR-002,Code of Conduct,2024-06-15,12
E1184,MFG-001,Lean Manufacturing Basics,2024-12-14,83
E1184,HR-001,Anti-Harassment Training,2024-02-02,54
E1184,MFG-002,5S Workplace Organization,2024-08-07,84
E1184,IT-001,Information Security Awareness,2024-06-22,67
E1184,EHS-002,Forklift Certification,2025-10-18,93
E1184,QA-001,Quality Management System,2025-05-19,96
E1184,ENG-001,CAD Software Proficiency,2026-04-15,97
E1184,EHS-001,Safety Fundamentals,2025-12-14,20
E1185,ENG-001,CAD Software Proficiency,2025-03-23,91
E1185,HR-001,Anti-Harassment Training,2026-01-23,27
E1185,QA-001,Quality Management System,2025-08-02,75
E1185,MFG-001,Lean Manufacturing Basics,2026-03-04,89
E1186,EHS-002,Forklift Certification,2025-05-12,79
E1186,FIN-001,Financial Compliance,2025-08-01,100
E1186,MFG-001,Lean Manufacturing Basics,2024-03-26,88
E1186,IT-001,Information Security Awareness,2025-01-10,36
E1186,HR-001,Anti-Harassment Training,2024-03-27,94
E1186,EHS-001,Safety Fundamentals,2025-01-04,70
E1186,ENG-001,CAD Software Proficiency,2025-02-28,76
E1186,MFG-002,5S Workplace Organization,2025-08-19,79
E1187,MFG-001,Lean Manufacturing Basics,2025-11-15,74
E1187,MFG-002,5S Workplace Organization,2026-03-03,95
E1187,QA-001,Quality Management System,2026-06-20,91
E1187,ENG-001,CAD Software Proficiency,2025-04-13,85
E1187,FIN-001,Financial Compliance,2026-01-22,89
E1187,IT-001,Information Security Awareness,2026-03-21,11
E1187,EHS-002,Forklift Certification,2024-12-01,96
E1187,EHS-001,Safety Fundamentals,2026-06-10,71
E1187,HR-002,Code of Conduct,2026-01-21,71
E1188,HR-002,Code of Conduct,2026-05-07,96
E1188,ENG-001,CAD Software Proficiency,2025-09-01,78
E1188,EHS-001,Safety Fundamentals,2026-05-06,2
E1189,HR-002,Code of Conduct,2025-07-19,5
E1189,FIN-001,Financial Compliance,2025-01-11,88
E1189,QA-001,Quality Management System,2024-07-01,98
E1189,EHS-001,Safety Fundamentals,2025-07-09,11
E1189,IT-001,Information Security Awareness,2024-02-18,21
E1189,MFG-001,Lean Manufacturing Basics,2025-03-06,78
E1190,HR-001,Anti-Harassment Training,2026-02-02,78
E1190,IT-001,Information Security Awareness,2025-03-01,91
E1190,MFG-002,5S Workplace Organization,2024-05-13,73
E1191,HR-001,Anti-Harassment Training,2024-04-25,76
E1191,MFG-002,5S Workplace Organization,2026-02-16,86
E1191,MFG-001,Lean Manufacturing Basics,2026-04-04,78
E1191,FIN-001,Financial Compliance,2024-06-15,92
E1191,HR-002,Code of Conduct,2025-02-16,3
E1191,EHS-001,Safety Fundamentals,2025-11-08,2
E1191,IT-001,Information Security Awareness,2025-09-19,86
E1192,HR-002,Code of Conduct,2025-10-14,57
E1192,ENG-001,CAD Software Proficiency,2024-11-17,81
E1192,HR-001,Anti-Harassment Training,2024-06-18,21
E1193,ENG-001,CAD Software Proficiency,2025-10-10,95
E1193,MFG-002,5S Workplace Organization,2024-01-02,85
E1193,QA-001,Quality Management System,2025-10-09,89
E1193,EHS-001,Safety Fundamentals,2025-11-07,74
E1193,FIN-001,Financial Compliance,2026-03-02,80
E1194,FIN-001,Financial Compliance,2024-10-17,100
E1194,EHS-002,Forklift Certification,2025-11-11,100
E1194,IT-001,Information Security Awareness,2025-12-15,34
E1194,EHS-001,Safety Fundamentals,2024-11-11,43
E1194,HR-002,Code of Conduct,2024-08-20,42
E1194,MFG-002,5S Workplace Organization,2024-12-05,90
E1194,ENG-001,CAD Software Proficiency,2024-10-16,75
E1194,HR-001,Anti-Harassment Training,2024-11-06,52
E1194,MFG-001,Lean Manufacturing Basics,2026-06-23,85
E1194,QA-001,Quality Management System,2025-09-03,69
E1195,EHS-001,Safety Fundamentals,2024-08-12,24
E1195,QA-001,Quality Management System,2025-01-08,66
E1195,EHS-002,Forklift Certification,2025-11-23,82
E1195,HR-001,Anti-Harassment Training,2024-02-27,78
E1195,HR-002,Code of Conduct,2026-03-26,91
E1195,IT-001,Information Security Awareness,2024-04-16,46
E1195,MFG-002,5S Workplace Organization,2024-05-16,92
E1195,ENG-001,CAD Software Proficiency,2026-05-07,75
E1195,FIN-001,Financial Compliance,2024-11-13,78
E1195,MFG-001,Lean Manufacturing Basics,2025-10-17,85
E1196,ENG-001,CAD Software Proficiency,2026-02-24,77
E1196,HR-002,Code of Conduct,2024-05-19,29
E1196,HR-001,Anti-Harassment Training,2026-06-26,35
E1196,EHS-001,Safety Fundamentals,2024-11-01,88
E1197,FIN-001,Financial Compliance,2024-11-17,89
E1197,IT-001,Information Security Awareness,2025-06-17,97
E1197,QA-001,Quality Management System,2024-12-08,68
E1197,EHS-001,Safety Fundamentals,2025-07-18,57
E1197,HR-002,Code of Conduct,2025-01-13,24
E1197,MFG-002,5S Workplace Organization,2025-02-19,95
E1197,HR-001,Anti-Harassment Training,2024-12-08,88
E1197,EHS-002,Forklift Certification,2025-02-08,72
E1197,MFG-001,Lean Manufacturing Basics,2024-06-10,72
E1197,ENG-001,CAD Software Proficiency,2026-06-04,75
E1198,MFG-002,5S Workplace Organization,2025-01-27,80
E1198,EHS-001,Safety Fundamentals,2026-02-03,99
E1198,MFG-001,Lean Manufacturing Basics,2026-05-15,94
E1198,FIN-001,Financial Compliance,2024-11-15,93
E1198,HR-001,Anti-Harassment Training,2024-02-02,4
E1198,EHS-002,Forklift Certification,2025-06-28,64
E1198,ENG-001,CAD Software Proficiency,2024-01-26,89
E1198,IT-001,Information Security Awareness,2024-05-20,80
E1198,HR-002,Code of Conduct,2025-02-04,86
E1199,ENG-001,CAD Software Proficiency,2025-07-13,78
E1199,EHS-001,Safety Fundamentals,2026-04-08,76
E1200,QA-001,Quality Management System,2025-07-20,71
E1200,MFG-002,5S Workplace Organization,2025-11-22,95
E1201,QA-001,Quality Management System,2025-10-07,71
E1201,ENG-001,CAD Software Proficiency,2024-01-20,97
E1202,FIN-001,Financial Compliance,2026-05-09,86
E1202,HR-002,Code of Conduct,2025-08-24,79
E1202,HR-001,Anti-Harassment Training,2025-03-08,17
E1203,EHS-001,Safety Fundamentals,2025-10-14,65
E1203,HR-001,Anti-Harassment Training,2026-03-10,74
E1204,HR-001,Anti-Harassment Training,2024-04-17,71
E1204,FIN-001,Financial Compliance,2024-07-12,81
E1204,QA-001,Quality Management System,2024-11-07,69
E1204,ENG-001,CAD Software Proficiency,2025-04-22,90
E1204,IT-001,Information Security Awareness,2026-06-15,76
E1204,MFG-002,5S Workplace Organization,2026-03-28,88
E1204,MFG-001,Lean Manufacturing Basics,2026-03-20,79
E1204,EHS-002,Forklift Certification,2025-06-06,66
E1204,EHS-001,Safety Fundamentals,2025-01-16,28
E1204,HR-002,Code of Conduct,2024-11-08,88
E1205,QA-001,Quality Management System,2025-12-13,78
E1205,HR-002,Code of Conduct,2025-03-27,0
E1205,ENG-001,CAD Software Proficiency,2025-01-03,86
E1205,FIN-001,Financial Compliance,2024-09-04,79
E1205,MFG-001,Lean Manufacturing Basics,2025-08-07,90
E1206,EHS-001,Safety Fundamentals,2025-12-06,43
E1206,FIN-001,Financial Compliance,2026-02-06,81
E1206,HR-002,Code of Conduct,2024-03-27,33
E1206,EHS-002,Forklift Certification,2024-01-27,68
E1206,HR-001,Anti-Harassment Training,2025-11-26,14
E1206,MFG-002,5S Workplace Organization,2025-04-10,84
E1206,IT-001,Information Security Awareness,2024-06-26,47
E1207,ENG-001,CAD Software Proficiency,2024-03-26,81
E1207,MFG-002,5S Workplace Organization,2024-09-13,92
E1207,EHS-002,Forklift Certification,2025-06-20,87
E1207,EHS-001,Safety Fundamentals,2026-02-02,97
E1208,ENG-001,CAD Software Proficiency,2024-11-26,83
E1208,IT-001,Information Security Awareness,2024-09-19,62
E1208,HR-001,Anti-Harassment Training,2024-12-03,100
E1208,QA-001,Quality Management System,2025-11-20,69
E1208,EHS-002,Forklift Certification,2024-09-13,92
E1209,QA-001,Quality Management System,2026-04-16,82
E1209,ENG-001,CAD Software Proficiency,2026-04-21,100
E1209,FIN-001,Financial Compliance,2026-06-02,81
E1209,EHS-002,Forklift Certification,2024-04-15,75
E1209,HR-001,Anti-Harassment Training,2025-04-10,54
E1209,MFG-001,Lean Manufacturing Basics,2025-10-06,81
E1209,HR-002,Code of Conduct,2025-09-03,17
E1210,IT-001,Information Security Awareness,2024-10-02,59
E1210,QA-001,Quality Management System,2026-05-11,92
E1210,MFG-001,Lean Manufacturing Basics,2025-08-14,83
E1211,QA-001,Quality Management System,2024-05-21,69
E1211,MFG-001,Lean Manufacturing Basics,2025-02-10,86
E1211,IT-001,Information Security Awareness,2026-05-21,10
E1211,HR-002,Code of Conduct,2025-04-04,15
E1211,EHS-001,Safety Fundamentals,2024-06-02,69
E1211,EHS-002,Forklift Certification,2024-06-07,81
E1211,MFG-002,5S Workplace Organization,2025-05-24,94
E1212,HR-002,Code of Conduct,2025-07-13,74
E1212,HR-001,Anti-Harassment Training,2026-01-16,83
E1212,IT-001,Information Security Awareness,2026-02-28,50
E1212,EHS-001,Safety Fundamentals,2024-04-24,95
E1212,ENG-001,CAD Software Proficiency,2024-08-08,91
E1212,MFG-001,Lean Manufacturing Basics,2026-05-25,84
E1213,MFG-001,Lean Manufacturing Basics,2025-09-01,81
E1213,EHS-002,Forklift Certification,2024-10-28,68
E1213,FIN-001,Financial Compliance,2025-12-01,90
E1213,MFG-002,5S Workplace Organization,2026-03-11,77
E1213,ENG-001,CAD Software Proficiency,2025-07-22,99
E1213,HR-002,Code of Conduct,2025-12-18,38
E1213,IT-001,Information Security Awareness,2025-10-01,72
E1213,EHS-001,Safety Fundamentals,2024-03-05,42
E1213,QA-001,Quality Management System,2026-06-26,90
E1214,HR-002,Code of Conduct,2025-10-15,81
E1214,MFG-002,5S Workplace Organization,2025-02-06,73
E1214,EHS-002,Forklift Certification,2026-05-06,62
E1214,IT-001,Information Security Awareness,2026-05-16,3
E1214,FIN-001,Financial Compliance,2024-04-03,87
E1214,QA-001,Quality Management System,2025-04-08,83
E1214,MFG-001,Lean Manufacturing Basics,2026-05-03,84
E1214,EHS-001,Safety Fundamentals,2024-06-17,1
E1215,MFG-001,Lean Manufacturing Basics,2024-03-18,83
E1215,MFG-002,5S Workplace Organization,2025-12-03,82
E1215,ENG-001,CAD Software Proficiency,2024-03-28,81
E1215,EHS-002,Forklift Certification,2025-07-27,90
E1216,FIN-001,Financial Compliance,2026-06-15,83
E1216,IT-001,Information Security Awareness,2024-01-05,57
E1216,HR-002,Code of Conduct,2024-07-20,31
E1216,ENG-001,CAD Software Proficiency,2026-03-19,90
E1217,QA-001,Quality Management System,2025-10-27,76
E1217,EHS-001,Safety Fundamentals,2025-04-06,79
E1217,EHS-002,Forklift Certification,2026-04-15,84
E1217,HR-001,Anti-Harassment Training,2026-02-23,72
E1217,MFG-001,Lean Manufacturing Basics,2024-07-23,71
E1217,HR-002,Code of Conduct,2024-03-09,80
E1217,MFG-002,5S Workplace Organization,2026-03-22,72
E1217,IT-001,Information Security Awareness,2026-06-24,27
E1217,FIN-001,Financial Compliance,2025-07-25,92
E1218,MFG-001,Lean Manufacturing Basics,2026-03-14,84
E1218,EHS-002,Forklift Certification,2024-05-07,92
E1218,ENG-001,CAD Software Proficiency,2024-08-01,77
E1219,MFG-002,5S Workplace Organization,2024-12-05,80
E1219,MFG-001,Lean Manufacturing Basics,2026-06-15,85
E1219,FIN-001,Financial Compliance,2025-02-03,92
E1219,QA-001,Quality Management System,2026-02-23,93
E1219,EHS-002,Forklift Certification,2024-08-27,77
E1219,HR-002,Code of Conduct,2024-03-27,2
E1219,EHS-001,Safety Fundamentals,2026-01-06,37
E1219,IT-001,Information Security Awareness,2024-09-24,50
E1219,ENG-001,CAD Software Proficiency,2024-02-22,99
E1220,IT-001,Information Security Awareness,2025-06-06,27
E1220,HR-001,Anti-Harassment Training,2026-01-22,68
E1221,QA-001,Quality Management System,2025-08-02,65
E1221,EHS-001,Safety Fundamentals,2024-07-25,25
E1221,EHS-002,Forklift Certification,2024-06-08,72
E1221,HR-002,Code of Conduct,2024-01-14,3
E1221,MFG-001,Lean Manufacturing Basics,2024-06-27,76
E1222,HR-002,Code of Conduct,2026-02-02,53
E1222,EHS-002,Forklift Certification,2026-01-27,80
E1222,HR-001,Anti-Harassment Training,2025-09-21,24
E1223,ENG-001,CAD Software Proficiency,2024-02-12,85
E1223,MFG-002,5S Workplace Organization,2024-01-13,90
E1223,FIN-001,Financial Compliance,2025-01-13,81
E1223,EHS-001,Safety Fundamentals,2025-04-03,84
E1223,EHS-002,Forklift Certification,2025-11-20,83
E1224,EHS-002,Forklift Certification,2025-05-25,98
E1224,HR-002,Code of Conduct,2025-02-23,68
E1225,IT-001,Information Security Awareness,2026-04-22,98
E1225,EHS-002,Forklift Certification,2026-02-11,71
E1225,MFG-001,Lean Manufacturing Basics,2026-06-11,91
E1225,QA-001,Quality Management System,2025-02-11,66
E1227,MFG-002,5S Workplace Organization,2025-04-24,83
E1227,ENG-001,CAD Software Proficiency,2024-10-03,76
E1227,HR-002,Code of Conduct,2024-06-16,37
E1227,IT-001,Information Security Awareness,2024-03-13,26
E1227,FIN-001,Financial Compliance,2026-01-08,98
E1227,EHS-001,Safety Fundamentals,2026-04-24,42
E1227,EHS-002,Forklift Certification,2024-05-11,62
E1227,MFG-001,Lean Manufacturing Basics,2026-04-21,79
E1227,HR-001,Anti-Harassment Training,2024-04-28,93
E1228,MFG-001,Lean Manufacturing Basics,2026-04-17,80
E1228,HR-002,Code of Conduct,2024-08-21,0
E1228,ENG-001,CAD Software Proficiency,2024-08-03,81
E1228,IT-001,Information Security Awareness,2024-11-05,26
E1228,EHS-001,Safety Fundamentals,2024-02-06,75
E1228,EHS-002,Forklift Certification,2026-02-08,92
E1228,MFG-002,5S Workplace Organization,2024-07-24,84
E1229,HR-001,Anti-Harassment Training,2024-05-10,73
E1229,HR-002,Code of Conduct,2025-11-07,34
E1229,ENG-001,CAD Software Proficiency,2025-02-12,87
E1229,QA-001,Quality Management System,2025-03-16,93
E1229,EHS-002,Forklift Certification,2025-09-20,87
E1229,IT-001,Information Security Awareness,2024-08-01,97
E1230,MFG-002,5S Workplace Organization,2025-08-10,84
E1230,EHS-002,Forklift Certification,2025-07-18,98
E1230,IT-001,Information Security Awareness,2025-02-11,17
E1230,QA-001,Quality Management System,2026-04-07,74
E1230,FIN-001,Financial Compliance,2024-01-01,91
E1230,ENG-001,CAD Software Proficiency,2026-06-12,90
E1230,MFG-001,Lean Manufacturing Basics,2025-07-13,93
E1230,HR-002,Code of Conduct,2025-07-16,39
E1231,MFG-002,5S Workplace Organization,2025-10-06,76
E1231,EHS-001,Safety Fundamentals,2025-05-25,96
E1231,EHS-002,Forklift Certification,2026-03-17,91
E1232,EHS-001,Safety Fundamentals,2024-06-21,90
E1232,MFG-002,5S Workplace Organization,2026-01-23,91
E1232,ENG-001,CAD Software Proficiency,2026-02-09,94
E1232,MFG-001,Lean Manufacturing Basics,2025-11-05,78
E1232,EHS-002,Forklift Certification,2024-10-19,70
E1232,QA-001,Quality Management System,2024-02-25,70
E1232,HR-002,Code of Conduct,2026-06-13,50
E1233,ENG-001,CAD Software Proficiency,2024-07-09,97
E1233,HR-002,Code of Conduct,2025-09-18,84
E1233,MFG-002,5S Workplace Organization,2025-10-10,93
E1234,EHS-002,Forklift Certification,2025-12-10,60
E1234,FIN-001,Financial Compliance,2024-08-01,78
E1234,MFG-001,Lean Manufacturing Basics,2024-12-14,86
E1234,MFG-002,5S Workplace Organization,2025-11-10,93
E1234,ENG-001,CAD Software Proficiency,2025-03-06,86
E1234,HR-001,Anti-Harassment Training,2024-12-05,25
E1234,QA-001,Quality Management System,2025-03-17,72
E1234,IT-001,Information Security Awareness,2025-10-27,27
E1235,HR-002,Code of Conduct,2024-05-28,52
E1235,EHS-001,Safety Fundamentals,2025-11-20,13
E1235,HR-001,Anti-Harassment Training,2026-02-03,37
E1235,MFG-002,5S Workplace Organization,2024-07-04,78
E1236,MFG-001,Lean Manufacturing Basics,2025-08-22,94
E1236,EHS-001,Safety Fundamentals,2024-01-02,34
E1236,HR-002,Code of Conduct,2024-11-19,5
E1237,HR-002,Code of Conduct,2025-10-17,97
E1237,ENG-001,CAD Software Proficiency,2025-08-16,99
E1237,EHS-001,Safety Fundamentals,2025-10-14,43
E1238,MFG-001,Lean Manufacturing Basics,2026-01-12,80
E1238,FIN-001,Financial Compliance,2024-01-15,97
E1238,HR-002,Code of Conduct,2025-12-27,17
E1238,HR-001,Anti-Harassment Training,2024-10-04,67
E1238,ENG-001,CAD Software Proficiency,2025-12-25,82
E1238,QA-001,Quality Management System,2025-08-20,95
E1238,IT-001,Information Security Awareness,2026-04-22,24
E1239,MFG-001,Lean Manufacturing Basics,2026-03-28,71
E1239,EHS-001,Safety Fundamentals,2026-03-22,56
E1240,FIN-001,Financial Compliance,2024-06-14,90
E1240,QA-001,Quality Management System,2026-06-04,89
E1240,MFG-002,5S Workplace Organization,2025-10-07,92
E1240,MFG-001,Lean Manufacturing Basics,2024-09-19,95
E1240,IT-001,Information Security Awareness,2026-05-02,16
E1241,EHS-002,Forklift Certification,2024-04-06,65
E1241,IT-001,Information Security Awareness,2024-07-23,3
E1241,QA-001,Quality Management System,2024-06-13,82
E1241,FIN-001,Financial Compliance,2024-12-09,96
E1241,HR-002,Code of Conduct,2025-11-04,85
E1241,EHS-001,Safety Fundamentals,2024-09-21,92
E1241,MFG-001,Lean Manufacturing Basics,2025-02-26,92
E1241,HR-001,Anti-Harassment Training,2025-04-19,98
E1241,ENG-001,CAD Software Proficiency,2026-01-21,85
E1242,MFG-002,5S Workplace Organization,2025-02-04,72
E1242,ENG-001,CAD Software Proficiency,2025-12-19,81
E1242,FIN-001,Financial Compliance,2026-01-19,86
E1242,QA-001,Quality Management System,2024-06-13,65
E1242,EHS-002,Forklift Certification,2025-01-19,94
E1242,MFG-001,Lean Manufacturing Basics,2024-07-14,80
E1242,HR-001,Anti-Harassment Training,2025-11-26,16
E1242,EHS-001,Safety Fundamentals,2026-06-20,75
E1243,EHS-002,Forklift Certification,2025-03-27,78
E1243,MFG-002,5S Workplace Organization,2024-08-22,84
E1243,EHS-001,Safety Fundamentals,2024-10-10,18
E1243,IT-001,Information Security Awareness,2026-06-28,89
E1243,HR-002,Code of Conduct,2024-10-11,39
E1244,EHS-002,Forklift Certification,2025-03-27,73
E1244,IT-001,Information Security Awareness,2026-02-23,94
E1244,QA-001,Quality Management System,2024-03-28,96
E1244,MFG-001,Lean Manufacturing Basics,2026-04-10,91
E1244,FIN-001,Financial Compliance,2024-01-18,87
E1244,HR-002,Code of Conduct,2025-07-22,60
E1244,HR-001,Anti-Harassment Training,2025-07-13,9
E1244,ENG-001,CAD Software Proficiency,2026-06-10,84
E1244,MFG-002,5S Workplace Organization,2026-02-23,87
E1244,EHS-001,Safety Fundamentals,2025-02-05,41
E1245,IT-001,Information Security Awareness,2026-02-19,17
E1245,QA-001,Quality Management System,2025-12-16,83
E1246,HR-002,Code of Conduct,2026-01-12,92
E1246,FIN-001,Financial Compliance,2026-01-22,100
E1246,ENG-001,CAD Software Proficiency,2024-07-14,96
E1246,MFG-001,Lean Manufacturing Basics,2024-01-04,81
E1247,HR-001,Anti-Harassment Training,2024-01-04,30
E1247,EHS-001,Safety Fundamentals,2025-08-10,88
E1247,EHS-002,Forklift Certification,2026-02-21,84
E1247,IT-001,Information Security Awareness,2026-06-22,11
E1247,MFG-001,Lean Manufacturing Basics,2025-11-13,78
E1247,FIN-001,Financial Compliance,2026-06-15,86
E1247,HR-002,Code of Conduct,2024-02-04,10
E1247,ENG-001,CAD Software Proficiency,2024-08-21,96
E1247,QA-001,Quality Management System,2026-02-01,95
E1248,EHS-002,Forklift Certification,2025-10-05,66
E1248,HR-001,Anti-Harassment Training,2025-02-23,68
E1248,MFG-002,5S Workplace Organization,2024-07-27,92
E1248,HR-002,Code of Conduct,2024-07-18,68
E1248,MFG-001,Lean Manufacturing Basics,2026-04-03,86
E1248,QA-001,Quality Management System,2026-05-23,72
E1249,EHS-002,Forklift Certification,2025-06-04,62
E1249,HR-001,Anti-Harassment Training,2024-10-07,83
E1249,ENG-001,CAD Software Proficiency,2024-02-18,83
E1249,EHS-001,Safety Fundamentals,2024-02-04,64
E1249,IT-001,Information Security Awareness,2025-06-18,21
E1250,EHS-001,Safety Fundamentals,2026-04-23,40
E1250,HR-002,Code of Conduct,2026-03-20,68
E1250,IT-001,Information Security Awareness,2026-02-23,12
E1250,FIN-001,Financial Compliance,2026-01-08,76
E1250,QA-001,Quality Management System,2024-03-10,78
E1250,HR-001,Anti-Harassment Training,2024-10-18,27
E1250,ENG-001,CAD Software Proficiency,2026-03-09,79
E1250,MFG-002,5S Workplace Organization,2026-05-14,72
E1251,IT-001,Information Security Awareness,2026-02-18,26
E1251,FIN-001,Financial Compliance,2024-11-24,83
E1251,MFG-002,5S Workplace Organization,2026-06-21,76
E1251,MFG-001,Lean Manufacturing Basics,2026-03-19,91
E1251,EHS-002,Forklift Certification,2026-05-20,70
E1251,HR-002,Code of Conduct,2025-03-11,100
E1251,ENG-001,CAD Software Proficiency,2025-07-01,94
E1251,EHS-001,Safety Fundamentals,2024-02-09,15
E1251,QA-001,Quality Management System,2026-01-22,100
E1251,HR-001,Anti-Harassment Training,2025-02-11,81
E1252,MFG-001,Lean Manufacturing Basics,2024-04-09,70
E1252,FIN-001,Financial Compliance,2024-07-08,87
E1252,IT-001,Information Security Awareness,2024-02-06,67
E1253,FIN-001,Financial Compliance,2025-09-09,94
E1253,QA-001,Quality Management System,2024-01-06,85
E1253,EHS-002,Forklift Certification,2025-03-12,94
E1253,IT-001,Information Security Awareness,2026-05-28,51
E1253,HR-001,Anti-Harassment Training,2025-10-05,33
E1253,MFG-002,5S Workplace Organization,2024-11-17,92
E1254,HR-001,Anti-Harassment Training,2026-03-02,92
E1254,FIN-001,Financial Compliance,2026-03-23,99
