LineNum,Account ID,GL,Dept,Account Description,TransDate,Period,Transaction Type,Reference,Amount,Line Description,ID,Name,Job ID,Job Description,Job Type,Vendor ID,Vendor Name,Customer ID,Customer Name,FS Index,FS Index Name,Dir vs Indir,Prod,Org,Fixed v Var,Cost Pools,OH Calc,FS Seq 1,FS Seq 2,FS Level 1,FS Level 2 (Rev/COGS),FS Level 3 (COGS),FS Level 4 (COGS)
47627,82100-2012,82100,2012,Rent Exp - Machn Shop,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"-7,995.97",Allocate Rent based on DL hours,,,,,,,,,,2000-82100,Rent expense,Indir - Fac OH,Split,Machn Shop,Fixed,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
47628,82100-3013,82100,3013,Rent Exp - Assembly,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"-11,993.96",Allocate Rent based on DL hours,,,,,,,,,,3000-82100,Rent expense,Indir - Fac OH,Split,Assembly,Fixed,Fac OH,Yes,2300,2330,COGS,OH,_0,RP
47629,82100-1000,82100,1000,Rent Exp - NE,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"45,107.27",Allocate Rent based on DL hours,,,,,,,,,,1000-82100,Rent expense,Indir - Fac OH,NE,_0,Fixed,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
47630,82100-3000,82100,3000,Rent Exp - RP,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"2,089.71",Allocate Rent based on DL hours,,,,,,,,,,3000-82100,Rent expense,Indir - Fac OH,RP,_0,Fixed,Fac OH,Yes,2300,2330,COGS,OH,_0,RP
47631,82100-5000,82100,5000,Rent Exp - SP,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,778.86,Allocate Rent based on DL hours,,,,,,,,,,5000-82100,Rent expense,Indir - Fac OH,SP,_0,Fixed,Fac OH,Yes,2500,2350,COGS,OH,_0,SP
47632,82120-1011,82120,1011,Utilities - Packaging,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"-1,521.33",Allocate Utilities based on DL hours,,,,,,,,,,1000-82120,Utilities,Indir - Fac OH,Split,Packaging,Var,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
47633,82120-2012,82120,2012,Utilities - Machn Shop,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"-2,662.33",Allocate Utilities based on DL hours,,,,,,,,,,2000-82120,Utilities,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
47634,82120-3013,82120,3013,Utilities - Assembly,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,-760.67,Allocate Utilities based on DL hours,,,,,,,,,,3000-82120,Utilities,Indir - Fac OH,Split,Assembly,Var,Fac OH,Yes,2300,2330,COGS,OH,_0,RP
47635,82120-1000,82120,1000,Utilities - NE,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"4,079.76",Allocate Utilities based on DL hours,,,,,,,,,,1000-82120,Utilities,Indir - Fac OH,NE,_0,Var,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
47636,82120-3000,82120,3000,Utilities - RP,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,605.24,Allocate Utilities based on DL hours,,,,,,,,,,3000-82120,Utilities,Indir - Fac OH,RP,_0,Var,Fac OH,Yes,2300,2330,COGS,OH,_0,RP
47637,82120-5000,82120,5000,Utilities - SP,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,259.33,Allocate Utilities based on DL hours,,,,,,,,,,5000-82120,Utilities,Indir - Fac OH,SP,_0,Var,Fac OH,Yes,2500,2350,COGS,OH,_0,SP
47638,82210-1011,82210,1011,Insurance - Packaging,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"-6,621.31",Allocate Insur based on DL hours,,,,,,,,,,1000-82210,Insurance,Indir - Fac OH,Split,Packaging,Fixed,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
47639,82210-2012,82210,2012,Insurance - Machn Shop,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"-1,891.80",Allocate Insur based on DL hours,,,,,,,,,,2000-82210,Insurance,Indir - Fac OH,Split,Machn Shop,Fixed,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
47640,82210-3013,82210,3013,Insurance - Assembly,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"-2,837.70",Allocate Insur based on DL hours,,,,,,,,,,3000-82210,Insurance,Indir - Fac OH,Split,Assembly,Fixed,Fac OH,Yes,2300,2330,COGS,OH,_0,RP
47641,82210-1000,82210,1000,Insurance - NE,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"10,672.13",Allocate Insur based on DL hours,,,,,,,,,,1000-82210,Insurance,Indir - Fac OH,NE,_0,Fixed,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
47642,82210-3000,82210,3000,Insurance - RP,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,494.41,Allocate Insur based on DL hours,,,,,,,,,,3000-82210,Insurance,Indir - Fac OH,RP,_0,Fixed,Fac OH,Yes,2300,2330,COGS,OH,_0,RP
47643,82210-5000,82210,5000,Insurance - SP,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,184.27,Allocate Insur based on DL hours,,,,,,,,,,5000-82210,Insurance,Indir - Fac OH,SP,_0,Fixed,Fac OH,Yes,2500,2350,COGS,OH,_0,SP
47644,82300-2012,82300,2012,Maintenance - Machn Shop,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,"-1,008.81",Allocate Maint based on all DL hrs,,,,,,,,,,2000-82300,Maintenance,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
47645,82300-1000,82300,1000,Maintenance - NE,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,874.47,Allocate Maint based on all DL hrs,,,,,,,,,,1000-82300,Maintenance,Indir - Fac OH,NE,_0,Var,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
47646,82300-3000,82300,3000,Maintenance - RP,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,94.91,Allocate Maint based on all DL hrs,,,,,,,,,,3000-82300,Maintenance,Indir - Fac OH,RP,_0,Var,Fac OH,Yes,2300,2330,COGS,OH,_0,RP
47647,82300-5000,82300,5000,Maintenance - SP,2/28/2019,19-02,General Journal Entry,02-26 Other DL Alloc,39.43,Allocate Maint based on all DL hrs,,,,,,,,,,5000-82300,Maintenance,Indir - Fac OH,SP,_0,Var,Fac OH,Yes,2500,2350,COGS,OH,_0,SP
47648,70100-1011,70100,1011,Direct Labor - Packaging,2/28/2019,19-02,General Journal Entry,02-27A Indirect Labo,"1,340.00",Ind Labor - Ops Hours worked on Jobs,,,,,,,,,,1000-70100,Direct labor,Dir,_0,Packaging,Var,Dir,No,2100,2211,COGS,DL,Pack,NE
47649,70100-2012,70100,2012,Direct Labor - Machn Shop,2/28/2019,19-02,General Journal Entry,02-27A Indirect Labo,"1,295.55",Ind Labor - Ops Hours worked on Jobs,,,,,,,,,,2000-70100,Direct labor,Dir,_0,Machn Shop,Var,Dir,No,2200,2222,COGS,DL,MS,RD
47650,80100-0020,80100,20,Indir Labor - Indir Ops,2/28/2019,19-02,General Journal Entry,02-27A Indirect Labo,"-2,635.55",Ind Labor - Ops Hours worked on Jobs,,,,,,,,,,0020-80100,Indirect labor,Indir - Split,Split,Indir Ops,Fixed,Fac OH,Yes,3020,_0,Indir Ops,_0,_0,_0
47651,70900-2012,70900,2012,Labor Applied - Machn Shop,2/28/2019,19-02,General Journal Entry,02-37 - Program Test,"-4,101.74",Progtest-Machining,,,,,,,,,,2000-70900,Labor applied,Dir,_0,Machn Shop,Var,Dir,No,2200,2222,COGS,DL,MS,RD
47652,89900-0020,89900,20,Overhead Applied - Indir Ops,2/28/2019,19-02,General Journal Entry,02-37 - Program Test,"4,101.74",Progtest-Direct Labor,,,,,,,,,,0020-89900,Overhead applied,Indir,_0,Indir Ops,Var,Fac OH,Yes,3020,_0,Indir Ops,_0,_0,_0
47653,71000-2012,71000,2012,Contract Labor - Machn Shop,2/28/2019,19-02,General Journal Entry,02-37 - Program Test,-89.17,Progtest-Contract Labor,,,,,,,,,,2000-71000,Contract labor,Dir,_0,Machn Shop,Var,Dir,No,2200,2222,COGS,DL,MS,RD
47654,89900-0020,89900,20,Overhead Applied - Indir Ops,2/28/2019,19-02,General Journal Entry,02-37 - Program Test,89.17,Progtest-Contract Labor,,,,,,,,,,0020-89900,Overhead applied,Indir,_0,Indir Ops,Var,Fac OH,Yes,3020,_0,Indir Ops,_0,_0,_0
47655,10110-0000,10110,0,Cash - MVB Operating,2/28/2019,19-02,Payment,C7228,"600,000.00",Cash - MVB Operating,LA Turbine Corp,LA Turbine Corporation,,,,LA Turbine Corp,LA Turbine Corporation,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47656,10220-0000,10220,0,Cash - Citibank Operating,2/28/2019,19-02,Payment,C7228,"-600,000.00",LA Turbine Corporation,LA Turbine Corp,LA Turbine Corporation,,,,LA Turbine Corp,LA Turbine Corporation,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47657,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Payment,M29945,"4,136.02",Invoice: 90064697,SGS,SGS North America Inc.,,,,SGS,SGS North America Inc.,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47658,10110-0000,10110,0,Cash - MVB Operating,2/28/2019,19-02,Payment,M29945,"-4,136.02",SGS North America Inc.,SGS,SGS North America Inc.,,,,SGS,SGS North America Inc.,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47659,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Payment,M29946,152.23,Invoice: 87379502,Praxair,Praxair Distribution Inc,,,,Praxair,Praxair Distribution Inc,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47660,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Payment,M29946,340.7,Invoice: 87449200,Praxair,Praxair Distribution Inc,,,,Praxair,Praxair Distribution Inc,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47661,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Payment,M29946,54.6,Invoice: 87522684,Praxair,Praxair Distribution Inc,,,,Praxair,Praxair Distribution Inc,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47662,10110-0000,10110,0,Cash - MVB Operating,2/28/2019,19-02,Payment,M29946,-547.53,Praxair Distribution Inc,Praxair,Praxair Distribution Inc,,,,Praxair,Praxair Distribution Inc,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47663,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Payment,M29947,"9,616.74",Invoice: 030119,The Hartford,The Hartford,,,,The Hartford,The Hartford,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47664,10110-0000,10110,0,Cash - MVB Operating,2/28/2019,19-02,Payment,M29947,"-9,616.74",The Hartford,The Hartford,The Hartford,,,,The Hartford,The Hartford,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47665,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Payment,M29948,72.54,Invoice: 1695230,Puretec,Puretec Industrial Water,,,,Puretec,Puretec Industrial Water,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47666,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Payment,M29948,36.27,Invoice: 1695231,Puretec,Puretec Industrial Water,,,,Puretec,Puretec Industrial Water,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47667,10110-0000,10110,0,Cash - MVB Operating,2/28/2019,19-02,Payment,M29948,-108.81,Puretec Industrial Water,Puretec,Puretec Industrial Water,,,,Puretec,Puretec Industrial Water,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47668,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Payment,M29949,"1,800.00",Invoice: 0090798245,Descartes,Descartes Systems (USA)LLC,,,,Descartes,Descartes Systems (USA)LLC,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47669,10110-0000,10110,0,Cash - MVB Operating,2/28/2019,19-02,Payment,M29949,"-1,800.00",Descartes Systems (USA)LLC,Descartes,Descartes Systems (USA)LLC,,,,Descartes,Descartes Systems (USA)LLC,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47670,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Payment,M29964,"1,923.89",Invoice: 0000Y069R8089.,UPS,United Parcel Service,,,,UPS,United Parcel Service,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47671,10110-0000,10110,0,Cash - MVB Operating,2/28/2019,19-02,Payment,M29964,"-1,923.89",United Parcel Service,UPS,United Parcel Service,,,,UPS,United Parcel Service,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47672,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Payment,M29965,142.8,Invoice: 17312783,Lamons,"Lamons Gasket Company-TSPC, Inc.",,,,Lamons,"Lamons Gasket Company-TSPC, In",,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47673,10110-0000,10110,0,Cash - MVB Operating,2/28/2019,19-02,Payment,M29965,-142.8,"Lamons Gasket Company-TSPC, In",Lamons,"Lamons Gasket Company-TSPC, Inc.",,,,Lamons,"Lamons Gasket Company-TSPC, In",,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47674,88200-0050,88200,50,Legal - Admin,2/28/2019,19-02,Payment,M30003,60,Legal - Admin,Nina Mascari,Nina Mascari,,,,Nina Mascari,Nina Mascari,,,0050-88200,Legal,Indir,_0,Admin,Var,Fixed,Yes,4050,_0,Admin,_0,_0,_0
47675,10110-0000,10110,0,Cash - MVB Operating,2/28/2019,19-02,Payment,M30003,-60,Nina Mascari,Nina Mascari,Nina Mascari,,,,Nina Mascari,Nina Mascari,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47676,10130-0000,10130,0,Cash - MVB MM,2/28/2019,19-02,Payment,TFT to Saving,"100,000.00",Cash - MVB MM,Mission Valley Bank,Mission Valley Bank,,,,Mission Valley Bank,Mission Valley Bank,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47677,10110-0000,10110,0,Cash - MVB Operating,2/28/2019,19-02,Payment,TFT to Saving,"-100,000.00",Mission Valley Bank,Mission Valley Bank,Mission Valley Bank,,,,Mission Valley Bank,Mission Valley Bank,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47678,13100-0000,13100,0,Inventory - Product'n supplies,2/28/2019,19-02,Purchase,15935,37.75,"7760000014, "" FULL COUPLING CS","Duhig and Co., Inc.","Duhig and Co., Inc.",INVENTORY,,,"Duhig and Co., Inc.","Duhig and Co., Inc.",,,13000,Inventory,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47679,13100-0000,13100,0,Inventory - Product'n supplies,2/28/2019,19-02,Purchase,15935,71.25,"3/4"" NPT FULL COUPLING, 304SS, PN 7760000378","Duhig and Co., Inc.","Duhig and Co., Inc.",INVENTORY,,,"Duhig and Co., Inc.","Duhig and Co., Inc.",,,13000,Inventory,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47680,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,15935,-109,"Duhig and Co., Inc.","Duhig and Co., Inc.","Duhig and Co., Inc.",,,,"Duhig and Co., Inc.","Duhig and Co., Inc.",,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47681,52100-1000,52100,1000,COGS - OSP - NE,2/28/2019,19-02,Purchase,219-0060-1,"1,200.00","NOZZLE CLAMPING RING FOR PRE-GRIND, TUNGSTEN CARB",Vernon Machine Corp.,"Bender CCP, Inc.",LAT612EC,UOP Russell,,Vernon Machine Corp.,"Bender CCP, Inc.",,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
47682,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,219-0060-1,"-1,200.00","Bender CCP, Inc.",Vernon Machine Corp.,"Bender CCP, Inc.",,,,Vernon Machine Corp.,"Bender CCP, Inc.",,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47683,52100-1000,52100,1000,COGS - OSP - NE,2/28/2019,19-02,Purchase,219-0171-1,"1,200.00","NOZZLE COVER FOR PRE-GRIND, CARBIDE, FINAL GRIND",Vernon Machine Corp.,"Bender CCP, Inc.",LAT612EC,UOP Russell,,Vernon Machine Corp.,"Bender CCP, Inc.",,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
47684,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,219-0171-1,"-1,200.00","Bender CCP, Inc.",Vernon Machine Corp.,"Bender CCP, Inc.",,,,Vernon Machine Corp.,"Bender CCP, Inc.",,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47685,84200-2012,84200,2012,Expendable Tools - Machn Shop,2/28/2019,19-02,Purchase,4452948,276.14,C05-SCLCR-2 5/16IN CARB BAR IT#EVE-C05MSCLCR2,Machine Tools Supply,Machine Tools Supply,MACHINING,MACHINING,,Machine Tools Supply,Machine Tools Supply,,,2000-84200,Expendable tools,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
47686,84200-2012,84200,2012,Expendable Tools - Machn Shop,2/28/2019,19-02,Purchase,4452948,276.14,CARB 1/4 B.BAR IT#C04H-SCLDR-1.2,Machine Tools Supply,Machine Tools Supply,MACHINING,MACHINING,,Machine Tools Supply,Machine Tools Supply,,,2000-84200,Expendable tools,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
47687,84200-2012,84200,2012,Expendable Tools - Machn Shop,2/28/2019,19-02,Purchase,4452948,97.6,INSERTS IT#CDCD15-CVM2,Machine Tools Supply,Machine Tools Supply,MACHINING,MACHINING,,Machine Tools Supply,Machine Tools Supply,,,2000-84200,Expendable tools,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
47688,84200-2012,84200,2012,Expendable Tools - Machn Shop,2/28/2019,19-02,Purchase,4452948,61.73,SALES TAX,Machine Tools Supply,Machine Tools Supply,,,,Machine Tools Supply,Machine Tools Supply,,,2000-84200,Expendable tools,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
47689,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,4452948,-711.61,Machine Tools Supply,Machine Tools Supply,Machine Tools Supply,,,,Machine Tools Supply,Machine Tools Supply,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47690,24200-0000,24200,0,Accrued Commissions,2/28/2019,19-02,Purchase,IN4348-Comm,"9,690.00","5% Commission on IN4348 $193,800 PO 004 2KA2970",Bartlett,"Bartlett Equipment Company, Inc.",LAT606EC,Linde,,Bartlett,"Bartlett Equipment Company, In",,,24200,Accrued commissions,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47691,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,IN4348-Comm,"-9,690.00","Bartlett Equipment Company, In",Bartlett,"Bartlett Equipment Company, Inc.",,,,Bartlett,"Bartlett Equipment Company, In",,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47692,24200-0000,24200,0,Accrued Commissions,2/28/2019,19-02,Purchase,IN4353-Comm,"2,500.00","5% Commission on IN4353$50,000  PO004-2KA3240 Sup",Bartlett,"Bartlett Equipment Company, Inc.",LAT613EC,Linde Engineering,,Bartlett,"Bartlett Equipment Company, In",,,24200,Accrued commissions,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47693,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,IN4353-Comm,"-2,500.00","Bartlett Equipment Company, In",Bartlett,"Bartlett Equipment Company, Inc.",,,,Bartlett,"Bartlett Equipment Company, In",,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47694,24200-0000,24200,0,Accrued Commissions,2/28/2019,19-02,Purchase,IN4355-Comm,"12,630.00","Commission on Targa Resources IN4355 $321,000.  P",Kruger Associates,Kruger Associates,LAT620ECM,Targa Resources,,Kruger Associates,Kruger Associates,,,24200,Accrued commissions,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47695,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,IN4355-Comm,"-12,630.00",Kruger Associates,Kruger Associates,Kruger Associates,,,,Kruger Associates,Kruger Associates,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47696,71000-2012,71000,2012,Contract Labor - Machn Shop,2/28/2019,19-02,Purchase,OC12346137,"1,075.20","CISNEROS, RONALD HERN   W/E02/16/19",Aerotek,Aerotek Commercial Staffing,,,,Aerotek,Aerotek Commercial Staffing,,,2000-71000,Contract labor,Dir,_0,Machn Shop,Var,Dir,No,2200,2222,COGS,DL,MS,RD
47697,71000-2012,71000,2012,Contract Labor - Machn Shop,2/28/2019,19-02,Purchase,OC12346137,27.01,"CISNEROS, RONALD HERN   W/E02/16/19",Aerotek,Aerotek Commercial Staffing,,,,Aerotek,Aerotek Commercial Staffing,,,2000-71000,Contract labor,Dir,_0,Machn Shop,Var,Dir,No,2200,2222,COGS,DL,MS,RD
47698,71000-1011,71000,1011,Contract Labor - Packaging,2/28/2019,19-02,Purchase,OC12346137,"1,142.40","OSORIO, DANIEL A W/E 2/16/19",Aerotek,Aerotek Commercial Staffing,,,,Aerotek,Aerotek Commercial Staffing,,,1000-71000,Contract labor,Dir,_0,Packaging,Var,Dir,No,2100,2211,COGS,DL,Pack,NE
47699,71000-1011,71000,1011,Contract Labor - Packaging,2/28/2019,19-02,Purchase,OC12346137,85.68,"OSORIO, DANIEL A W/E 2/16/19",Aerotek,Aerotek Commercial Staffing,,,,Aerotek,Aerotek Commercial Staffing,,,1000-71000,Contract labor,Dir,_0,Packaging,Var,Dir,No,2100,2211,COGS,DL,Pack,NE
47700,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,OC12346137,"-2,330.29",Aerotek Commercial Staffing,Aerotek,Aerotek Commercial Staffing,,,,Aerotek,Aerotek Commercial Staffing,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47701,71000-1011,71000,1011,Contract Labor - Packaging,2/28/2019,19-02,Purchase,OC12346253,"1,142.40","FLORES JR., FRANCISCO   W/E 02/16/19",Aerotek,Aerotek Commercial Staffing,,,,Aerotek,Aerotek Commercial Staffing,,,1000-71000,Contract labor,Dir,_0,Packaging,Var,Dir,No,2100,2211,COGS,DL,Pack,NE
47702,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,OC12346253,"-1,142.40",Aerotek Commercial Staffing,Aerotek,Aerotek Commercial Staffing,,,,Aerotek,Aerotek Commercial Staffing,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47703,51100-3000,51100,3000,COGS - Materials - RP,2/28/2019,19-02,Purchase,S250812459,225,"PLT   1 1/2"" THK. X  9  1/2"" OD  6061-T6   AL. AL",Earle M. Jorgensen,Earle M. Jorgensen Co.,47701062,Enerfin,,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,3000-50000,COGS - Repairs,Dir,RP,_0,Var,Dir,No,2300,2130,COGS,Mat,_0,RP
47704,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,S250812459,-225,Earle M. Jorgensen Co.,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47705,51100-1000,51100,1000,COGS - Materials - NE,2/28/2019,19-02,Purchase,T342078459,"1,298.00","PLATE, 4_ THK X 12.25_ OD X 4.50_ ID SA240 GR 304",Earle M. Jorgensen,Earle M. Jorgensen Co.,LAT616EC,Targa,,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
47706,21100-0000,21100,0,Accounts Payable,2/28/2019,19-02,Purchase,T342078459,"-1,298.00",Earle M. Jorgensen Co.,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47721,11100-0000,11100,0,AR - Trade,2/28/2019,19-02,Receipt,IN4332,"-52,132.20",Invoice: IN4332,LAT Europe Belgium,LAT Europe,,,,,,LAT Europe Belgium,LAT Europe,11000,Accounts receivable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47722,10220-0000,10220,0,Cash - Citibank Operating,2/28/2019,19-02,Receipt,IN4332,"52,132.20",LAT Europe,LAT Europe Belgium,LAT Europe,,,,,,LAT Europe Belgium,LAT Europe,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47723,11100-0000,11100,0,AR - Trade,2/28/2019,19-02,Receipt,IN4335,"-19,794.17",Invoice: IN4335,LAT Europe Belgium,LAT Europe,,,,,,LAT Europe Belgium,LAT Europe,11000,Accounts receivable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47724,10220-0000,10220,0,Cash - Citibank Operating,2/28/2019,19-02,Receipt,IN4335,"19,794.17",LAT Europe,LAT Europe Belgium,LAT Europe,,,,,,LAT Europe Belgium,LAT Europe,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47725,11100-0000,11100,0,AR - Trade,2/28/2019,19-02,Receipt,IN4336,"-7,775.60",Invoice: IN4336,LAT Europe Belgium,LAT Europe,,,,,,LAT Europe Belgium,LAT Europe,11000,Accounts receivable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47726,10220-0000,10220,0,Cash - Citibank Operating,2/28/2019,19-02,Receipt,IN4336,"7,775.60",LAT Europe,LAT Europe Belgium,LAT Europe,,,,,,LAT Europe Belgium,LAT Europe,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
47727,11100-0000,11100,0,AR - Trade,2/28/2019,19-02,Receipt,IN4348,"-193,800.00",Invoice: IN4348,Linde Processing,Linde Engineering North America Inc.,,,,,,Linde Processing,Linde Engineering North Americ,11000,Accounts receivable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
