order_id,customer_id,product_id,order_date,ship_date,qty,unit_price,revenue
ORD10716,CUS021,P014,2023-12-13,2024-01-19,226,618.29,139733.54
ORD10717,CUS049,P014,2023-12-15,2024-01-08,399,375.96,150008.04
ORD10718,CUS007,P003,2023-12-16,2024-01-26,24,448.8,10771.2
ORD10719,CUS034,P002,2023-12-14,2024-01-25,210,156.82,32932.2
ORD10720,CUS038,P010,2023-12-10,2024-01-20,302,218.08,65860.16
ORD10721,CUS039,P014,2023-12-13,2024-01-11,20,676.83,13536.6
ORD10722,CUS040,P010,2023-12-19,2024-01-06,233,639.4,148980.2
ORD10723,CUS004,P005,2023-12-19,2024-01-04,374,297.19,111149.06
ORD10724,CUS040,P014,2023-12-21,2024-01-13,479,702.23,336368.17
ORD10725,CUS044,P012,2023-12-22,2024-01-31,235,212.74,49993.9
ORD10726,CUS007,P003,2023-12-23,2024-01-19,153,669.86,102488.58
ORD10727,CUS050,P009,2023-12-21,2024-01-06,167,439.22,73349.74
ORD10728,CUS006,P011,2023-12-19,2024-01-11,39,144.83,5648.37
ORD10729,CUS039,P014,2023-12-18,2024-01-26,162,327.17,53001.54
ORD10730,CUS044,P003,2023-12-21,2024-01-15,412,620.94,255827.28
ORD10731,CUS007,P004,2023-12-19,2024-01-10,251,323.49,81195.99
ORD10732,CUS024,P008,2023-12-20,2024-02-01,104,525.26,54627.04
ORD10733,CUS008,P012,2023-12-26,2024-01-27,312,45.03,14049.36
ORD10734,CUS019,P011,2023-12-26,2024-01-21,468,95.19,44548.92
ORD10735,CUS046,P004,2023-12-29,2024-01-31,137,384.6,52690.2
ORD10736,CUS040,P006,2023-12-25,2024-01-13,463,56.46,26140.98
ORD10737,CUS042,P014,2023-12-25,2024-02-07,257,122.93,31593.01
ORD10738,CUS042,P002,2023-12-26,2024-01-10,218,146.34,31902.12
ORD10739,CUS038,P002,2023-12-29,2024-02-10,319,129.37,41269.03
ORD10740,CUS022,P013,2023-12-24,2024-02-04,119,732.22,87134.18
ORD10741,CUS033,P002,2023-12-30,2024-02-09,82,590.38,48411.16
ORD10742,CUS048,P001,2024-01-05,2024-02-19,127,701.58,89100.66
ORD10743,CUS010,P003,2023-12-31,2024-01-29,213,492.94,104996.22
ORD10744,CUS005,P013,2024-01-02,2024-02-13,121,585.5,70845.5
ORD10745,CUS028,P013,2024-01-03,2024-01-24,405,47.2,19116.0
ORD10746,CUS009,P010,2024-01-04,2024-02-15,259,25.81,6684.79
ORD10747,CUS042,P005,2024-01-02,2024-01-21,201,737.3,148197.3
ORD10748,CUS004,P005,2024-01-02,2024-02-05,36,33.54,1207.44
ORD10749,CUS012,P001,2024-01-01,2024-02-08,390,690.71,269376.9
ORD10750,CUS016,P009,2024-01-03,2024-01-19,464,200.76,93152.64
ORD10751,CUS041,P006,2024-01-07,2024-01-31,314,285.87,89763.18
ORD10752,CUS026,P008,2024-01-13,2024-02-21,34,221.14,7518.76
ORD10753,CUS050,P001,2024-01-09,2024-01-23,319,669.22,213481.18
ORD10754,CUS014,P005,2024-01-10,2024-02-22,357,312.09,111416.13
ORD10755,CUS041,P002,2024-01-11,2024-02-03,132,675.77,89201.64
ORD10756,CUS035,P009,2024-01-07,2024-01-23,48,758.15,36391.2
ORD10757,CUS036,P011,2024-01-08,2024-02-19,98,84.13,8244.74
ORD10758,CUS049,P006,2024-01-07,2024-02-05,135,256.67,34650.45
ORD10759,CUS004,P002,2024-01-11,2024-02-13,91,147.84,13453.44
ORD10760,CUS007,P004,2024-01-11,2024-02-04,195,681.78,132947.1
ORD10761,CUS012,P001,2024-01-13,2024-02-08,360,628.24,226166.4
ORD10762,CUS049,P011,2024-01-10,2024-01-31,380,668.28,253946.4
ORD10763,CUS015,P007,2024-01-20,2024-02-03,131,468.41,61361.71
ORD10764,CUS044,P011,2024-01-19,2024-02-07,342,799.19,273322.98
ORD10765,CUS031,P004,2024-01-19,2024-02-26,317,35.42,11228.14
ORD10766,CUS048,P009,2024-01-18,2024-02-20,341,426.03,145276.23
ORD10767,CUS031,P003,2024-01-14,2024-01-30,21,316.71,6650.91
ORD10768,CUS006,P005,2024-01-19,2024-02-08,409,66.54,27214.86
ORD10769,CUS031,P015,2024-01-14,2024-02-26,68,382.8,26030.4
ORD10770,CUS018,P009,2024-01-16,2024-01-31,416,564.72,234923.52
ORD10771,CUS035,P014,2024-01-18,2024-02-21,63,173.75,10946.25
ORD10772,CUS030,P001,2024-01-18,2024-02-24,51,655.92,33451.92
ORD10773,CUS050,P010,2024-01-20,2024-02-08,328,243.49,79864.72
ORD10774,CUS042,P005,2024-01-16,2024-02-15,488,324.78,158492.64
ORD10775,CUS039,P008,2024-01-15,2024-02-23,186,304.21,56583.06
ORD10776,CUS008,P010,2024-01-15,2024-02-27,229,436.28,99908.12
ORD10777,CUS029,P008,2024-01-26,2024-02-16,362,648.08,234604.96
ORD10778,CUS033,P009,2024-01-24,2024-02-16,443,376.17,166643.31
ORD10779,CUS038,P006,2024-01-24,2024-02-13,78,637.3,49709.4
ORD10780,CUS049,P014,2024-01-24,2024-03-06,288,205.48,59178.24
ORD10781,CUS002,P006,2024-01-23,2024-03-08,116,403.48,46803.68
ORD10782,CUS013,P009,2024-01-27,2024-03-11,392,261.36,102453.12
ORD10783,CUS003,P003,2024-01-26,2024-02-17,121,592.1,71644.1
ORD10784,CUS046,P013,2024-01-23,2024-03-01,45,274.09,12334.05
ORD10785,CUS026,P015,2024-01-24,2024-02-18,263,375.02,98630.26
ORD10786,CUS047,P004,2024-01-21,2024-02-22,497,585.98,291232.06
ORD10787,CUS005,P013,2024-01-24,2024-03-04,408,104.83,42770.64
ORD10788,CUS012,P011,2024-02-02,2024-02-22,201,178.09,35796.09
ORD10789,CUS033,P004,2024-01-28,2024-03-07,282,633.13,178542.66
ORD10790,CUS014,P015,2024-01-31,2024-03-01,255,47.45,12099.75
ORD10791,CUS017,P007,2024-01-30,2024-03-08,285,830.99,236832.15
ORD10792,CUS025,P010,2024-02-01,2024-03-16,484,43.02,20821.68
ORD10793,CUS025,P009,2024-02-01,2024-02-29,11,48.35,531.85
ORD10794,CUS035,P004,2024-01-31,2024-02-28,215,626.37,134669.55
ORD10795,CUS045,P014,2024-01-28,2024-03-04,305,829.81,253092.05
ORD10796,CUS048,P003,2024-02-03,2024-02-24,348,556.18,193550.64
ORD10797,CUS031,P015,2024-01-28,2024-03-06,178,518.61,92312.58
ORD10798,CUS018,P002,2024-01-28,2024-02-27,35,336.12,11764.2
ORD10799,CUS044,P003,2024-02-01,2024-02-21,51,473.15,24130.65
ORD10800,CUS009,P009,2024-02-05,2024-03-07,255,127.36,32476.8
ORD10801,CUS013,P001,2024-02-04,2024-02-25,238,599.63,142711.94
ORD10802,CUS050,P007,2024-02-09,2024-02-26,444,707.59,314169.96
ORD10803,CUS022,P011,2024-02-07,2024-03-08,436,500.65,218283.4
ORD10804,CUS019,P010,2024-02-08,2024-03-21,329,520.22,171152.38
ORD10805,CUS021,P003,2024-02-10,2024-03-03,64,429.52,27489.28
ORD10806,CUS008,P005,2024-02-08,2024-03-19,414,302.0,125028.0
ORD10807,CUS027,P006,2024-02-08,2024-02-28,293,536.34,157147.62
ORD10808,CUS043,P002,2024-02-04,2024-03-16,49,431.33,21135.17
ORD10809,CUS041,P013,2024-02-09,2024-03-14,218,735.8,160404.4
ORD10810,CUS027,P004,2024-02-17,2024-03-08,96,517.01,49632.96
ORD10811,CUS024,P014,2024-02-13,2024-03-26,428,171.86,73556.08
ORD10812,CUS049,P007,2024-02-11,2024-03-22,315,276.7,87160.5
ORD10813,CUS027,P004,2024-02-14,2024-03-03,55,498.52,27418.6
ORD10814,CUS014,P009,2024-02-17,2024-03-05,210,462.58,97141.8
ORD10815,CUS011,P012,2024-02-11,2024-03-03,400,195.92,78368.0
ORD10816,CUS001,P008,2024-02-11,2024-03-23,262,312.15,81783.3
ORD10817,CUS044,P012,2024-02-12,2024-03-04,209,207.99,43469.91
ORD10818,CUS045,P004,2024-02-14,2024-03-06,420,716.0,300720.0
ORD10819,CUS031,P010,2024-02-24,2024-03-30,147,502.18,73820.46
ORD10820,CUS049,P014,2024-02-18,2024-03-22,362,521.69,188851.78
ORD10821,CUS004,P004,2024-02-21,2024-03-16,317,319.74,101357.58
ORD10822,CUS019,P006,2024-02-22,2024-03-28,267,210.55,56216.85
ORD10823,CUS045,P007,2024-02-24,2024-03-24,358,518.1,185479.8
ORD10824,CUS038,P009,2024-02-24,2024-03-16,88,422.51,37180.88
ORD10825,CUS018,P012,2024-02-19,2024-03-13,84,776.39,65216.76
ORD10826,CUS050,P015,2024-02-20,2024-03-11,234,692.2,161974.8
ORD10827,CUS005,P014,2024-02-22,2024-03-18,175,485.06,84885.5
ORD10828,CUS005,P011,2024-03-01,2024-03-31,436,432.16,188421.76
ORD10829,CUS027,P015,2024-02-26,2024-03-17,429,605.15,259609.35
ORD10830,CUS012,P012,2024-02-26,2024-04-05,425,55.79,23710.75
ORD10831,CUS045,P009,2024-02-28,2024-03-27,302,518.54,156599.08
ORD10832,CUS023,P005,2024-02-25,2024-03-23,380,662.36,251696.8
ORD10833,CUS017,P006,2024-02-26,2024-03-17,170,346.43,58893.1
ORD10834,CUS050,P001,2024-02-29,2024-03-29,14,763.17,10684.38
ORD10835,CUS031,P010,2024-02-28,2024-04-03,406,815.29,331007.74
ORD10836,CUS003,P011,2024-02-29,2024-04-10,366,570.82,208920.12
ORD10837,CUS024,P015,2024-03-02,2024-04-14,79,544.45,43011.55
ORD10838,CUS047,P001,2024-02-29,2024-03-25,369,113.78,41984.82
ORD10839,CUS031,P011,2024-03-02,2024-03-28,178,561.95,100027.1
ORD10840,CUS049,P015,2024-02-25,2024-04-05,215,444.28,95520.2
ORD10841,CUS005,P015,2024-02-26,2024-03-24,328,413.14,135509.92
ORD10842,CUS028,P008,2024-02-25,2024-04-09,364,137.27,49966.28
ORD10843,CUS031,P011,2024-02-26,2024-03-29,15,607.74,9116.1
ORD10844,CUS012,P005,2024-02-26,2024-03-21,340,165.86,56392.4
ORD10845,CUS018,P002,2024-03-01,2024-03-29,425,692.74,294414.5
ORD10846,CUS027,P011,2024-02-26,2024-03-22,385,218.62,84168.7
ORD10847,CUS021,P005,2024-02-25,2024-03-16,466,474.03,220897.98
ORD10848,CUS042,P013,2024-02-27,2024-03-30,147,163.76,24072.72
ORD10849,CUS049,P009,2024-03-02,2024-04-02,89,577.26,51376.14
ORD10850,CUS002,P003,2024-03-08,2024-04-08,135,692.02,93422.7
ORD10851,CUS049,P006,2024-03-03,2024-04-05,234,364.37,85262.58
ORD10852,CUS045,P015,2024-03-03,2024-03-24,352,632.07,222488.64
ORD10853,CUS028,P011,2024-03-03,2024-04-07,223,841.5,187654.5
ORD10854,CUS001,P010,2024-03-09,2024-04-10,62,279.87,17351.94
ORD10855,CUS023,P004,2024-03-07,2024-03-25,469,183.83,86216.27
ORD10856,CUS003,P006,2024-03-05,2024-03-27,163,716.99,116869.37
ORD10857,CUS006,P011,2024-03-08,2024-03-25,270,775.17,209295.9
ORD10858,CUS012,P007,2024-03-09,2024-03-27,351,769.0,269919.0
ORD10859,CUS050,P002,2024-03-03,2024-03-29,172,341.25,58695.0
ORD10860,CUS040,P005,2024-03-04,2024-03-29,28,548.19,15349.32
ORD10861,CUS012,P004,2024-03-06,2024-04-13,374,339.82,127092.68
ORD10862,CUS038,P011,2024-03-06,2024-03-31,406,163.5,66381.0
ORD10863,CUS023,P004,2024-03-04,2024-04-11,57,494.16,28167.12
ORD10864,CUS006,P014,2024-03-03,2024-03-29,321,583.37,187261.77
ORD10865,CUS040,P013,2024-03-04,2024-04-06,74,256.37,18971.38
ORD10866,CUS041,P014,2024-03-04,2024-04-05,11,337.3,3710.3
ORD10867,CUS044,P003,2024-03-07,2024-04-02,148,363.34,53774.32
ORD10868,CUS020,P011,2024-03-14,2024-04-11,497,221.46,110065.62
ORD10869,CUS014,P008,2024-03-12,2024-04-01,490,814.58,399144.2
ORD10870,CUS034,P007,2024-03-13,2024-04-12,384,55.76,21411.84
ORD10871,CUS028,P013,2024-03-16,2024-04-22,425,262.58,111596.5
ORD10872,CUS019,P004,2024-03-15,2024-04-09,206,803.62,165545.72
ORD10873,CUS009,P009,2024-03-12,2024-04-16,20,396.06,7921.2
ORD10874,CUS014,P006,2024-03-16,2024-03-31,305,736.12,224516.6
ORD10875,CUS011,P013,2024-03-16,2024-04-22,321,249.38,80050.98
ORD10876,CUS031,P014,2024-03-15,2024-03-29,137,494.69,67772.53
ORD10877,CUS039,P014,2024-03-13,2024-04-14,177,197.86,35021.22
ORD10878,CUS039,P002,2024-03-16,2024-04-29,217,295.71,64169.07
ORD10879,CUS030,P002,2024-03-23,2024-04-18,12,56.05,672.6
ORD10880,CUS038,P013,2024-03-21,2024-04-25,150,137.51,20626.5
ORD10881,CUS033,P008,2024-03-18,2024-04-18,155,635.15,98448.25
ORD10882,CUS040,P011,2024-03-20,2024-04-27,274,819.37,224507.38
ORD10883,CUS028,P008,2024-03-21,2024-04-20,243,38.53,9362.79
ORD10884,CUS045,P002,2024-03-20,2024-04-04,456,737.21,336167.76
ORD10885,CUS028,P010,2024-03-17,2024-04-05,443,240.21,106413.03
ORD10886,CUS029,P015,2024-03-17,2024-04-05,23,819.78,18854.94
ORD10887,CUS014,P013,2024-03-21,2024-04-20,417,809.9,337728.3
ORD10888,CUS046,P015,2024-03-20,2024-04-09,182,348.56,63437.92
ORD10889,CUS023,P007,2024-03-20,2024-04-23,10,563.41,5634.1
ORD10890,CUS005,P009,2024-03-22,2024-05-02,493,41.5,20459.5
ORD10891,CUS025,P008,2024-03-29,2024-04-30,143,489.45,69991.35
ORD10892,CUS047,P011,2024-03-25,2024-04-21,155,597.79,92657.45
ORD10893,CUS024,P010,2024-03-29,2024-05-09,304,451.63,137295.52
ORD10894,CUS002,P015,2024-03-26,2024-04-29,398,775.2,308529.6
ORD10895,CUS042,P006,2024-03-30,2024-05-09,219,731.92,160290.48
ORD10896,CUS037,P013,2024-03-25,2024-05-09,185,281.47,52071.95
ORD10897,CUS009,P014,2024-03-29,2024-04-28,471,171.81,80922.51
ORD10898,CUS036,P007,2024-03-24,2024-05-07,435,604.98,263166.3
ORD10899,CUS038,P003,2024-03-26,2024-05-07,73,273.05,19932.65
ORD10900,CUS009,P006,2024-03-31,2024-04-29,285,292.07,83239.95
ORD10901,CUS046,P008,2024-04-03,2024-04-28,396,335.52,132865.92
ORD10902,CUS020,P009,2024-04-06,2024-04-24,332,364.3,120947.6
ORD10903,CUS049,P004,2024-04-04,2024-05-06,303,226.71,68693.13
ORD10904,CUS048,P007,2024-04-06,2024-04-23,353,342.92,121050.76
ORD10905,CUS021,P009,2024-04-02,2024-04-30,19,619.07,11762.33
ORD10906,CUS006,P001,2024-04-06,2024-04-25,445,655.4,291653.0
ORD10907,CUS029,P009,2024-04-04,2024-05-12,317,300.11,95134.87
ORD10908,CUS040,P011,2024-04-08,2024-04-22,398,267.51,106468.98
ORD10909,CUS033,P014,2024-04-09,2024-05-02,474,741.29,351371.46
ORD10910,CUS046,P008,2024-04-10,2024-05-16,278,335.24,93196.72
ORD10911,CUS031,P001,2024-04-08,2024-05-16,177,367.34,65019.18
ORD10912,CUS004,P004,2024-04-12,2024-05-23,120,234.33,28119.6
ORD10913,CUS044,P005,2024-04-08,2024-05-08,216,444.65,96044.4
ORD10914,CUS039,P007,2024-04-12,2024-05-11,129,111.59,14395.11
ORD10915,CUS005,P011,2024-04-08,2024-05-04,123,330.9,40700.7
ORD10916,CUS044,P007,2024-04-07,2024-05-21,375,719.83,269936.25
ORD10917,CUS004,P008,2024-04-08,2024-04-29,463,393.36,182125.68
ORD10918,CUS018,P014,2024-04-09,2024-05-22,246,756.07,185993.22
ORD10919,CUS012,P011,2024-04-10,2024-05-02,208,227.13,47243.04
ORD10920,CUS026,P008,2024-04-11,2024-05-15,366,58.94,21572.04
ORD10921,CUS040,P015,2024-04-11,2024-05-26,426,434.12,184935.12
ORD10922,CUS032,P013,2024-04-13,2024-05-20,323,249.91,80720.93
ORD10923,CUS019,P011,2024-04-08,2024-05-10,439,439.51,192944.89
ORD10924,CUS022,P003,2024-04-11,2024-05-17,444,181.96,80790.24
ORD10925,CUS048,P008,2024-04-13,2024-05-13,459,706.31,324196.29
ORD10926,CUS002,P013,2024-04-13,2024-05-12,253,346.17,87581.01
ORD10927,CUS027,P009,2024-04-10,2024-05-12,22,243.74,5362.28
ORD10928,CUS002,P014,2024-04-17,2024-05-27,249,317.62,79087.38
ORD10929,CUS020,P010,2024-04-17,2024-05-23,112,270.89,30339.68
ORD10930,CUS005,P006,2024-04-20,2024-06-03,402,196.35,78932.7
ORD10931,CUS050,P004,2024-04-14,2024-05-01,413,51.66,21335.58
ORD10932,CUS046,P001,2024-04-18,2024-05-19,388,52.64,20424.32
ORD10933,CUS027,P006,2024-04-17,2024-05-23,381,442.65,168649.65
ORD10934,CUS016,P012,2024-04-16,2024-05-16,185,226.44,41891.4
ORD10935,CUS022,P011,2024-04-19,2024-05-30,197,227.95,44906.15
ORD10936,CUS012,P015,2024-04-15,2024-05-07,492,364.58,179373.36
ORD10937,CUS003,P011,2024-04-19,2024-05-03,451,815.33,367713.83
ORD10938,CUS030,P001,2024-04-27,2024-05-16,45,74.44,3349.8
ORD10939,CUS016,P014,2024-04-23,2024-05-30,432,372.67,160993.44
ORD10940,CUS006,P010,2024-04-26,2024-06-04,436,284.35,123976.6
ORD10941,CUS006,P002,2024-04-25,2024-05-15,359,756.55,271601.45
ORD10942,CUS033,P004,2024-04-26,2024-06-07,413,791.55,326910.15
ORD10943,CUS026,P007,2024-04-21,2024-05-24,383,277.79,106393.57
ORD10944,CUS029,P007,2024-04-21,2024-05-31,271,426.66,115624.86
ORD10945,CUS001,P005,2024-04-26,2024-06-08,385,506.43,194975.55
ORD10946,CUS026,P011,2024-04-26,2024-06-03,290,755.49,219092.1
ORD10947,CUS046,P010,2024-04-21,2024-05-28,374,134.86,50437.64
ORD10948,CUS026,P006,2024-04-25,2024-06-01,18,459.57,8272.26
ORD10949,CUS040,P002,2024-04-23,2024-05-17,369,216.95,80054.55
ORD10950,CUS001,P012,2024-04-29,2024-05-24,264,373.82,98688.48
ORD10951,CUS019,P014,2024-04-28,2024-06-01,152,716.5,108908.0
ORD10952,CUS044,P004,2024-05-02,2024-06-12,99,779.57,77177.43
ORD10953,CUS005,P005,2024-04-28,2024-06-03,44,203.43,8950.92
ORD10954,CUS006,P009,2024-05-01,2024-06-08,26,279.37,7263.62
ORD10955,CUS020,P008,2024-05-04,2024-06-02,119,480.2,57143.8
ORD10956,CUS006,P005,2024-05-01,2024-06-05,95,240.45,22842.75
ORD10957,CUS020,P014,2024-04-30,2024-05-22,11,180.08,1980.88
ORD10958,CUS039,P005,2024-04-30,2024-05-20,18,792.27,14260.86
ORD10959,CUS048,P014,2024-05-03,2024-05-27,479,620.66,297296.14
ORD10960,CUS033,P008,2024-05-03,2024-05-31,439,319.81,140396.59
ORD10961,CUS035,P015,2024-05-10,2024-06-19,221,280.83,62063.43
ORD10962,CUS032,P008,2024-05-07,2024-05-27,114,99.39,11330.46
ORD10963,CUS014,P015,2024-05-07,2024-05-25,268,581.31,155791.08
ORD10964,CUS001,P003,2024-05-07,2024-06-13,110,245.72,27029.2
ORD10965,CUS027,P013,2024-05-07,2024-05-26,188,198.28,37276.64
ORD10966,CUS040,P015,2024-05-09,2024-06-15,336,163.42,54909.12
ORD10967,CUS008,P008,2024-05-09,2024-06-12,185,748.38,138450.3
ORD10968,CUS040,P001,2024-05-11,2024-06-13,371,756.11,280516.81
ORD10969,CUS005,P015,2024-05-06,2024-06-13,179,322.83,57786.57
ORD10970,CUS008,P007,2024-05-15,2024-06-20,398,537.19,213801.62
ORD10971,CUS014,P009,2024-05-13,2024-06-02,310,206.78,64101.8
ORD10972,CUS035,P013,2024-05-16,2024-06-04,290,760.51,220547.9
ORD10973,CUS049,P001,2024-05-17,2024-06-03,110,817.43,89917.3
ORD10974,CUS005,P014,2024-05-14,2024-06-21,106,238.77,25309.62
ORD10975,CUS046,P010,2024-05-18,2024-06-12,169,779.65,131760.85
ORD10976,CUS007,P012,2024-05-16,2024-06-22,304,407.23,123797.92
ORD10977,CUS016,P013,2024-05-18,2024-06-04,440,509.79,224307.6
ORD10978,CUS007,P003,2024-05-12,2024-06-15,89,414.55,36894.95
ORD10979,CUS013,P005,2024-05-12,2024-05-31,161,622.08,100154.88
ORD10980,CUS006,P004,2024-05-13,2024-06-01,180,753.19,135574.2
ORD10981,CUS023,P006,2024-05-13,2024-05-30,497,76.79,38164.63
ORD10982,CUS015,P001,2024-05-13,2024-05-30,423,278.53,117818.19
ORD10983,CUS001,P008,2024-05-15,2024-06-03,353,612.57,216237.21
ORD10984,CUS004,P010,2024-05-17,2024-06-26,194,531.48,103107.12
ORD10985,CUS020,P011,2024-05-18,2024-06-21,173,401.71,69495.83
ORD10986,CUS046,P007,2024-05-20,2024-06-22,176,840.06,147850.56
ORD10987,CUS020,P002,2024-05-25,2024-06-19,315,512.59,161465.85
ORD10988,CUS010,P007,2024-05-23,2024-06-23,184,150.98,27780.32
ORD10989,CUS027,P005,2024-05-24,2024-06-12,488,534.95,261055.6
ORD10990,CUS047,P013,2024-05-19,2024-06-03,224,826.65,185169.6
ORD10991,CUS045,P012,2024-05-22,2024-06-29,363,533.08,193508.04
ORD10992,CUS002,P001,2024-05-25,2024-06-16,91,572.93,52136.63
ORD10993,CUS009,P013,2024-05-24,2024-06-14,217,466.83,101302.11
ORD10994,CUS027,P014,2024-05-23,2024-06-14,87,591.79,51485.73
ORD10995,CUS041,P013,2024-05-22,2024-06-27,485,551.38,267419.3
ORD10996,CUS011,P011,2024-05-25,2024-07-02,437,535.08,233829.96
ORD10997,CUS050,P007,2024-05-20,2024-06-04,280,184.68,51710.4
ORD10998,CUS018,P008,2024-05-23,2024-06-11,391,28.2,11026.2
ORD10999,CUS023,P010,2024-05-20,2024-06-11,348,684.71,238279.08
ORD11000,CUS041,P015,2024-05-24,2024-06-29,262,131.84,34542.08
ORD11001,CUS009,P009,2024-05-24,2024-07-06,35,605.35,21187.25
ORD11002,CUS011,P003,2024-05-19,2024-06-04,340,570.33,193912.2
ORD11003,CUS018,P009,2024-05-21,2024-07-05,386,131.27,50670.22
ORD11004,CUS013,P009,2024-05-22,2024-06-12,84,528.3,44377.2
ORD11005,CUS019,P006,2024-05-27,2024-06-12,179,583.44,104435.76
ORD11006,CUS033,P015,2024-06-01,2024-06-16,371,792.04,293846.84
ORD11007,CUS041,P009,2024-05-29,2024-06-13,422,338.59,142884.98
ORD11008,CUS019,P009,2024-05-26,2024-06-20,415,796.62,330597.3
ORD11009,CUS012,P005,2024-05-26,2024-07-05,410,320.86,131552.6
ORD11010,CUS020,P015,2024-05-29,2024-06-28,240,812.56,195014.4
ORD11011,CUS026,P012,2024-05-30,2024-07-04,31,617.36,19138.16
ORD11012,CUS002,P005,2024-06-01,2024-06-20,334,439.71,146863.14
ORD11013,CUS047,P010,2024-05-30,2024-07-04,233,348.52,81205.16
ORD11014,CUS017,P004,2024-06-02,2024-06-22,471,345.87,162904.77
ORD11015,CUS041,P014,2024-06-04,2024-07-15,422,135.99,57387.78
ORD11016,CUS033,P009,2024-06-05,2024-07-17,382,751.06,286904.92
ORD11017,CUS023,P007,2024-06-07,2024-07-06,47,194.95,9162.65
ORD11018,CUS043,P001,2024-06-05,2024-06-27,463,790.17,365848.71
ORD11019,CUS038,P001,2024-06-02,2024-06-22,419,624.71,261753.49
ORD11020,CUS013,P009,2024-06-05,2024-06-19,482,255.54,123170.28
ORD11021,CUS038,P005,2024-06-07,2024-07-19,472,752.82,355331.04
ORD11022,CUS049,P010,2024-06-06,2024-06-20,119,444.88,52940.72
ORD11023,CUS014,P006,2024-06-02,2024-07-02,448,845.69,378869.12
ORD11024,CUS038,P013,2024-06-08,2024-07-12,383,227.86,87270.38
ORD11025,CUS011,P012,2024-06-06,2024-07-08,167,85.57,14290.19
ORD11026,CUS046,P013,2024-06-02,2024-07-02,245,692.33,169620.85
ORD11027,CUS047,P001,2024-06-04,2024-07-02,167,388.41,64864.47
ORD11028,CUS036,P004,2024-06-06,2024-07-12,461,101.7,46883.7
ORD11029,CUS048,P007,2024-06-05,2024-07-02,337,71.44,24075.28
ORD11030,CUS037,P006,2024-06-07,2024-07-05,74,567.44,41990.56
ORD11031,CUS026,P008,2024-06-02,2024-07-02,452,446.19,201677.88
ORD11032,CUS034,P007,2024-06-08,2024-07-18,437,684.73,299227.01
ORD11033,CUS045,P011,2024-06-10,2024-07-04,198,663.8,131432.4
ORD11034,CUS043,P009,2024-06-14,2024-07-09,456,755.87,344676.72
ORD11035,CUS034,P015,2024-06-10,2024-06-24,399,655.25,261444.75
ORD11036,CUS034,P004,2024-06-10,2024-07-09,201,197.98,39793.98
ORD11037,CUS028,P015,2024-06-13,2024-07-18,228,466.52,106366.56
ORD11038,CUS020,P011,2024-06-15,2024-07-26,258,772.98,199428.84
ORD11039,CUS041,P008,2024-06-13,2024-06-28,322,808.0,260176.0
ORD11040,CUS018,P006,2024-06-15,2024-07-13,255,828.19,211188.45
ORD11041,CUS047,P005,2024-06-13,2024-07-17,435,499.24,217169.4
ORD11042,CUS022,P003,2024-06-09,2024-07-07,192,549.85,105571.2
ORD11043,CUS006,P008,2024-06-11,2024-07-17,360,674.52,242827.2
ORD11044,CUS022,P010,2024-06-14,2024-07-08,482,439.93,212046.26
ORD11045,CUS040,P008,2024-06-11,2024-07-24,151,96.76,14610.76
ORD11046,CUS044,P002,2024-06-14,2024-07-16,279,343.26,95769.54
ORD11047,CUS011,P007,2024-06-19,2024-07-23,399,124.25,49575.75
ORD11048,CUS048,P011,2024-06-16,2024-07-31,227,237.17,53837.59
ORD11049,CUS015,P005,2024-06-20,2024-07-30,192,674.38,129480.96
ORD11050,CUS005,P013,2024-06-18,2024-07-29,169,756.54,127855.26
ORD11051,CUS040,P007,2024-06-19,2024-07-30,131,796.68,104365.08
ORD11052,CUS001,P015,2024-06-22,2024-07-09,299,813.22,243152.78
ORD11053,CUS023,P012,2024-06-20,2024-07-15,41,713.93,29271.13
ORD11054,CUS026,P013,2024-06-17,2024-07-03,53,650.85,34495.05
ORD11055,CUS021,P010,2024-06-19,2024-07-12,98,785.62,76990.76
ORD11056,CUS010,P003,2024-06-20,2024-07-21,398,471.7,187736.6
ORD11057,CUS048,P004,2024-06-18,2024-07-12,255,339.8,86649.0
ORD11058,CUS036,P001,2024-06-20,2024-07-20,233,565.3,131714.9
ORD11059,CUS004,P002,2024-06-22,2024-07-08,150,31.69,4753.5
ORD11060,CUS014,P004,2024-06-18,2024-07-02,46,716.77,32971.42
ORD11061,CUS022,P014,2024-06-17,2024-07-29,392,224.66,88066.72
ORD11062,CUS034,P007,2024-06-19,2024-08-03,63,791.05,49836.15
ORD11063,CUS021,P005,2024-06-18,2024-07-28,460,38.01,17484.6
ORD11064,CUS016,P010,2024-06-17,2024-07-26,30,532.42,15972.6
ORD11065,CUS028,P008,2024-06-22,2024-07-23,486,641.88,311953.68
ORD11066,CUS026,P011,2024-06-21,2024-07-13,263,137.23,36091.49
ORD11067,CUS041,P006,2024-06-21,2024-07-18,212,788.27,167113.24
ORD11068,CUS020,P010,2024-06-20,2024-07-08,64,519.42,33242.88
ORD11069,CUS046,P009,2024-06-29,2024-08-04,219,391.67,85775.73
ORD11070,CUS041,P015,2024-06-28,2024-07-21,421,438.58,184642.18
ORD11071,CUS048,P001,2024-06-24,2024-07-13,460,752.02,345929.2
ORD11072,CUS023,P006,2024-06-28,2024-07-25,295,227.87,67221.65
ORD11073,CUS002,P011,2024-06-26,2024-08-08,184,746.67,137387.28
